city,country,admin_name
Saint-Rémi,Canada,Quebec
St. Marys,Canada,Ontario
Valognes,France,Normandie
Gerolzhofen,Germany,Bavaria
Naka,Japan,Tokushima
Muxton,United Kingdom,Telford and Wrekin
Hobart,United States,Washington
Douar Drissiine,Morocco,Marrakech-Safi
Montalbano Ionico,Italy,Basilicata
Tona,Colombia,Santander
Starokucherganovka,Russia,Astrakhanskaya Oblast’
Pleasantville,United States,New York
Saerbeck,Germany,North Rhine-Westphalia
Neptune Beach,United States,Florida
Annweiler am Trifels,Germany,Rhineland-Palatinate
Sucé-sur-Erdre,France,Pays de la Loire
Ash Vale,United Kingdom,Surrey
Shyriaieve,Ukraine,Odes’ka Oblast’
Almeida,Portugal,Guarda
Othis,France,Île-de-France
Crystal City,United States,Texas
Antonina do Norte,Brazil,Ceará
Gioiosa Ionica,Italy,Calabria
Saint-Rémy,France,Bourgogne-Franche-Comté
Tuntenhausen,Germany,Bavaria
Koshekhabl,Russia,Adygeya
Saint-Jean-d’Angély,France,Nouvelle-Aquitaine
Engenheiro Navarro,Brazil,Minas Gerais
Colipa,Mexico,Veracruz
Guidoval,Brazil,Minas Gerais
Union Grove,United States,Wisconsin
Thal,Switzerland,Sankt Gallen
Lichtenwalde,Germany,Saxony
Absam,Austria,Tirol
San Vicente de Mont-Alt,Spain,Catalonia
Reduto,Brazil,Minas Gerais
Busti,United States,New York
Cubati,Brazil,Paraíba
Kapoeta,South Sudan,Eastern Equatoria
Grove,United Kingdom,Oxfordshire
Jussiape,Brazil,Bahia
Chianciano Terme,Italy,Tuscany
Elin Pelin,Bulgaria,Sofia
Ouardana,Morocco,Oriental
Bernau am Chiemsee,Germany,Bavaria
Fordingbridge,United Kingdom,Hampshire
Richland,United States,Mississippi
Bamnet Narong,Thailand,Chaiyaphum
Bedford,United States,Virginia
Belle Isle,United States,Florida
Poninka,Ukraine,Khmel’nyts’ka Oblast’
Immenstaad am Bodensee,Germany,Baden-Württemberg
Woodstock,United States,Virginia
Vazzola,Italy,Veneto
Franklin,United States,North Carolina
Cagnano Varano,Italy,Puglia
Collinsville,United States,Oklahoma
Willow Oak,United States,Florida
Lith,Netherlands,Noord-Brabant
Chipping Ongar,United Kingdom,Essex
Emmitsburg,United States,Maryland
Drayton Valley,Canada,Alberta
São José de Ubá,Brazil,Rio de Janeiro
Willows,United States,California
Parkville,United States,Pennsylvania
Roosevelt,United States,Utah
East Hills,United States,New York
Pontremoli,Italy,Tuscany
Tomatlán,Mexico,Veracruz
Regalbuto,Italy,Sicilia
Acton,United States,California
Rockport,United States,Massachusetts
Saint-Pathus,France,Île-de-France
Dingelstädt,Germany,Thuringia
La Feria,United States,Texas
Washington,United States,Iowa
Darganata,Turkmenistan,Lebap
Wolfschlugen,Germany,Baden-Württemberg
Kurri Kurri,Australia,New South Wales
Rovello Porro,Italy,Lombardy
Stavelot,Belgium,Wallonia
Cornebarrieu,France,Occitanie
Ponoka,Canada,Alberta
West Byfleet,United Kingdom,Surrey
Steinenbronn,Germany,Baden-Württemberg
Krasnogvardeyskoye,Russia,Belgorodskaya Oblast’
Rivergaro,Italy,Emilia-Romagna
Varallo,Italy,Piedmont
Tappan,United States,New York
Roccadaspide,Italy,Campania
Pottendorf,Austria,Niederösterreich
Cochituate,United States,Massachusetts
Ferrol,Philippines,Romblon
Amarkantak,India,Chhattīsgarh
St. Johnsbury,United States,Vermont
Saint-Just-sur-Loire,France,Auvergne-Rhône-Alpes
Tlalnepantla,Mexico,Morelos
Yakshur-Bod’ya,Russia,Udmurtiya
Pelluhue,Chile,Maule
Zacualpan,Mexico,Veracruz
Massanet de la Selva,Spain,Catalonia
Durham,United States,Connecticut
Whitinsville,United States,Massachusetts
Labrador City,Canada,Newfoundland and Labrador
Feignies,France,Hauts-de-France
Batesville,United States,Mississippi
Altavilla Silentina,Italy,Campania
Neckartenzlingen,Germany,Baden-Württemberg
Lake Lorraine,United States,Florida
Chichimila,Mexico,Yucatán
Coundon,United Kingdom,Durham
Ikaalinen,Finland,Pirkanmaa
Spino d’Adda,Italy,Lombardy
Seward,United States,Nebraska
Midland Park,United States,New Jersey
Lebanon,United States,Connecticut
Beaumont,Belgium,Wallonia
Moapa Valley,United States,Nevada
Middletown,United States,Pennsylvania
Algarrobo,Spain,Andalusia
Faverges,France,Auvergne-Rhône-Alpes
Ensdorf,Germany,Saarland
Huéscar,Spain,Andalusia
Rives,France,Auvergne-Rhône-Alpes
Åsnes,Norway,Hedmark
West Mersea,United Kingdom,Essex
Camerota,Italy,Campania
Campli,Italy,Abruzzo
Lemwerder,Germany,Lower Saxony
Klawer,South Africa,Western Cape
Fukaura,Japan,Aomori
Gioiosa Marea,Italy,Sicilia
Dúrcal,Spain,Andalusia
Tarabaí,Brazil,São Paulo
Corbin,United States,Kentucky
Ferlach,Austria,Kärnten
Marathónas,Greece,Attikí
Arnoldstein,Austria,Kärnten
Skaneateles,United States,New York
Cooma,Australia,New South Wales
Jackson,United States,Wisconsin
Riverdale Park,United States,Maryland
Shenango,United States,Pennsylvania
Donnacona,Canada,Quebec
Würenlos,Switzerland,Aargau
Fuentes de Andalucía,Spain,Andalusia
Ugine,France,Auvergne-Rhône-Alpes
Mimizan,France,Nouvelle-Aquitaine
Knoxville,United States,Iowa
Swanzey,United States,New Hampshire
Saint-Jean-Bonnefonds,France,Auvergne-Rhône-Alpes
Hedon,United Kingdom,East Riding of Yorkshire
Polýkastro,Greece,Kentrikí Makedonía
West Bridgewater,United States,Massachusetts
Grabs,Switzerland,Sankt Gallen
Pegognaga,Italy,Lombardy
Hanga Roa,Chile,Valparaíso
Cappeln,Germany,Lower Saxony
Roda de Bará,Spain,Catalonia
Feldkirchen bei Graz,Austria,Steiermark
Cassolnovo,Italy,Lombardy
Unionville,United States,North Carolina
Gunnison,United States,Colorado
Ibiraiaras,Brazil,Rio Grande do Sul
Wiesendangen,Switzerland,Zürich
Church Gresley,United Kingdom,Derbyshire
K’ajaran,Armenia,Syunik’
Spezzano Albanese,Italy,Calabria
Carhué,Argentina,Buenos Aires
Merzhausen,Germany,Baden-Württemberg
Conewago,United States,Pennsylvania
Santi Cosma e Damiano,Italy,Lazio
Cisano Bergamasco,Italy,Lombardy
San Vicente Pacaya,Guatemala,Escuintla
La Grandeza,Mexico,Chiapas
Souk el Had,Algeria,Boumerdes
Morrow,United States,Georgia
Gueugnon,France,Bourgogne-Franche-Comté
Maasland,Netherlands,Zuid-Holland
Atlántida,Uruguay,Canelones
Abel Figueiredo,Brazil,Pará
Semënovka,Russia,Mariy-El
Grazzanise,Italy,Campania
Southgate,Canada,Ontario
Bełżyce,Poland,Lubelskie
Downside,United Kingdom,Surrey
Sapri,Italy,Campania
Alfdorf,Germany,Baden-Württemberg
Sandston,United States,Virginia
Cles,Italy,Trentino-Alto Adige
Vodňany,Czechia,Jihočeský Kraj
Socha,Colombia,Boyacá
Pembroke,United States,New Hampshire
Káto Achaḯa,Greece,Dytikí Elláda
Earl,United States,Pennsylvania
Trino,Italy,Piedmont
Roccarainola,Italy,Campania
Belle Plaine,United States,Minnesota
Baricella,Italy,Emilia-Romagna
Santiago,Mexico,Veracruz
Antônio Martins,Brazil,Rio Grande do Norte
Sobótka,Poland,Dolnośląskie
Nuevo,United States,California
Wimereux,France,Hauts-de-France
Enoch,United States,Utah
Caulonia,Italy,Calabria
Gerbstedt,Germany,Saxony-Anhalt
Nuriootpa,Australia,South Australia
Rodalben,Germany,Rhineland-Palatinate
Cajvana,Romania,Suceava
Pedro Avelino,Brazil,Rio Grande do Norte
Trégunc,France,Bretagne
Pacific,United States,Washington
McNab/Braeside,Canada,Ontario
Dronero,Italy,Piedmont
Puilboreau,France,Nouvelle-Aquitaine
Vernole,Italy,Puglia
Grubbenvorst,Netherlands,Limburg
Utuado,Puerto Rico,Puerto Rico
Canfield,United States,Ohio
Eugendorf,Austria,Salzburg
Brioude,France,Auvergne-Rhône-Alpes
Independence,United States,Ohio
Rouadi,Morocco,Tanger-Tétouan-Al Hoceïma
Elsa,United States,Texas
Haapavesi,Finland,Pohjois-Pohjanmaa
Assoul,Morocco,Drâa-Tafilalet
Centerville,United States,South Carolina
Commerce,United States,Georgia
Murgeni,Romania,Vaslui
Scorrano,Italy,Puglia
General Toshevo,Bulgaria,Dobrich
Austell,United States,Georgia
Faro,Brazil,Pará
Moncófar,Spain,Valencia
Montfort-sur-Meu,France,Bretagne
Jettingen-Scheppach,Germany,Bavaria
Jacuípe,Brazil,Alagoas
Urbania,Italy,Marche
Vipiteno,Italy,Trentino-Alto Adige
Centallo,Italy,Piedmont
Esher,United Kingdom,Surrey
Grasbrunn,Germany,Bavaria
Venegono Inferiore,Italy,Lombardy
Huautepec,Mexico,Oaxaca
Fontanellato,Italy,Emilia-Romagna
Hartha,Germany,Saxony
Cërrik,Albania,Elbasan
Dois Irmãos do Tocantins,Brazil,Tocantins
Les Arcs,France,Provence-Alpes-Côte d’Azur
Parkville,United States,Missouri
East Vincent,United States,Pennsylvania
Macdonald,Canada,Manitoba
Durgeli,Russia,Dagestan
Schwarzenbach an der Saale,Germany,Bavaria
Hillsborough,United States,North Carolina
Myadzyel,Belarus,Minskaya Voblasts’
Bagnères-de-Bigorre,France,Occitanie
Capellades,Spain,Catalonia
Crozet,United States,Virginia
Chuarrancho,Guatemala,Guatemala
Navarcles,Spain,Catalonia
Cava Manara,Italy,Lombardy
Araguacema,Brazil,Tocantins
Sénas,France,Provence-Alpes-Côte d’Azur
Champagne-sur-Seine,France,Île-de-France
Pollock Pines,United States,California
Sassoferrato,Italy,Marche
São Miguel de Taipu,Brazil,Paraíba
Outokumpu,Finland,Pohjois-Karjala
Gilford,United States,New Hampshire
Magaramkent,Russia,Dagestan
Laurentino,Brazil,Santa Catarina
Zibido San Giacomo,Italy,Lombardy
Tyrone,United States,Pennsylvania
Larose,United States,Louisiana
Lanton,France,Nouvelle-Aquitaine
Le Perray-en-Yvelines,France,Île-de-France
Lawrenceville,United States,Illinois
Fundulea,Romania,Călăraşi
Murston,United Kingdom,Kent
Eu,France,Normandie
Waging am See,Germany,Bavaria
Brook Highland,United States,Alabama
Saint-Mandrier-sur-Mer,France,Provence-Alpes-Côte d’Azur
Baie-Saint-Paul,Canada,Quebec
Onishi,Japan,Gunma
Ayotzintepec,Mexico,Oaxaca
Bo Phloi,Thailand,Kanchanaburi
Cottage Grove,United States,Wisconsin
Pleurtuit,France,Bretagne
Sains-en-Gohelle,France,Hauts-de-France
De Soto,United States,Missouri
San Benedetto Po,Italy,Lombardy
Palmyra,United States,New Jersey
São Tomé das Letras,Brazil,Minas Gerais
Bouchemaine,France,Pays de la Loire
Nappanee,United States,Indiana
Merritt,Canada,British Columbia
Treze de Maio,Brazil,Santa Catarina
Atherton,United States,California
Bellante,Italy,Abruzzo
Stryn,Norway,Sogn og Fjordane
Nienhagen,Germany,Lower Saxony
Delfinópolis,Brazil,Minas Gerais
Saint-Rambert-d’Albon,France,Auvergne-Rhône-Alpes
Bluewater,Canada,Ontario
Krasnyy Klyuch,Russia,Bashkortostan
Nibley,United States,Utah
Dalcahue,Chile,Los Lagos
Kingsland,United States,Texas
Walled Lake,United States,Michigan
Santana dos Garrotes,Brazil,Paraíba
Stow,United States,Massachusetts
Machacalis,Brazil,Minas Gerais
Manduel,France,Occitanie
Buttigliera Alta,Italy,Piedmont
East Zorra-Tavistock,Canada,Ontario
Pozzuolo del Friuli,Italy,Friuli-Venezia Giulia
Bedminster,United States,Pennsylvania
Museros,Spain,Valencia
Orosei,Italy,Sardegna
San José de Cusmapa,Nicaragua,Madriz
Porrentruy,Switzerland,Jura
Pinhoe,United Kingdom,Devon
Holle,Germany,Lower Saxony
Bednodem’yanovsk,Russia,Penzenskaya Oblast’
Akhmeta,Georgia,K’akheti
Boavita,Colombia,Boyacá
Pantigliate,Italy,Lombardy
Eno,Finland,Pohjois-Karjala
Salento,Colombia,Quindío
Létavértes,Hungary,Hajdú-Bihar
Winsted,United States,Connecticut
Ko Pha-Ngan,Thailand,Surat Thani
Isliam-Terek,Ukraine,"Krym, Avtonomna Respublika"
Nový Bydžov,Czechia,Královéhradecký Kraj
Trélissac,France,Nouvelle-Aquitaine
São Tomás de Aquino,Brazil,Minas Gerais
Chauvigny,France,Nouvelle-Aquitaine
Bonne Terre,United States,Missouri
Live Oak,United States,Florida
Attica,United States,New York
Săveni,Romania,Botoşani
Rockville,United States,Connecticut
Châtel-Saint-Denis,Switzerland,Fribourg
Étréchy,France,Île-de-France
Calipatria,United States,California
Mead,United States,Washington
Green Brook,United States,New Jersey
Novosokolniki,Russia,Pskovskaya Oblast’
Montellano,Spain,Andalusia
Campomorone,Italy,Liguria
Salzweg,Germany,Bavaria
Parkwood,United States,Washington
Capetinga,Brazil,Minas Gerais
Deeping Saint James,United Kingdom,Lincolnshire
Colonia Venustiano Carranza,Mexico,Baja California
Sedlčany,Czechia,Středočeský Kraj
Ebermannstadt,Germany,Bavaria
Oued Naanaa,Morocco,Casablanca-Settat
Timlilt,Morocco,Marrakech-Safi
Wallersdorf,Germany,Bavaria
Washington,United States,Pennsylvania
Russellville,United States,Kentucky
Asciano,Italy,Tuscany
Saint-Georges,Belgium,Wallonia
New Romney,United Kingdom,Kent
Krasnyy Chikoy,Russia,Zabaykal’skiy Kray
Southam,United Kingdom,Warwickshire
Eiterfeld,Germany,Hesse
Assebbab,Morocco,Oriental
Naque,Brazil,Minas Gerais
Pinson,United States,Alabama
Stoneham-et-Tewkesbury,Canada,Quebec
Rishton,United Kingdom,Lancashire
Ruhpolding,Germany,Bavaria
Gryfów Śląski,Poland,Dolnośląskie
Palmitinho,Brazil,Rio Grande do Sul
Douar Oulad Amer,Morocco,Marrakech-Safi
Novo Areal,Brazil,Paraíba
Katlenburg-Lindau,Germany,Lower Saxony
Benalup de Sidonia,Spain,Andalusia
Selma,United States,North Carolina
Serino,Italy,Campania
Bammental,Germany,Baden-Württemberg
Sidi Yahia Sawad,Morocco,Béni Mellal-Khénifra
Tlilapan,Mexico,Veracruz
Kupiansk,Ukraine,Kharkivs’ka Oblast’
Schönkirchen,Germany,Schleswig-Holstein
Amaral Ferrador,Brazil,Rio Grande do Sul
Marble Falls,United States,Texas
Llissá de Vall,Spain,Catalonia
El Triunfo,El Salvador,Usulután
Monte San Vito,Italy,Marche
Okhansk,Russia,Permskiy Kray
Bridge of Allan,United Kingdom,Stirling
Montluel,France,Auvergne-Rhône-Alpes
Erndtebrück,Germany,North Rhine-Westphalia
Manoppello,Italy,Abruzzo
Ellerau,Germany,Schleswig-Holstein
Mänttä,Finland,Pirkanmaa
Asbestos,Canada,Quebec
Junco do Seridó,Brazil,Paraíba
Herscheid,Germany,North Rhine-Westphalia
Lavrinhas,Brazil,São Paulo
Decatur,United States,Texas
Fort Myers Beach,United States,Florida
Theix,France,Bretagne
Oberndorf bei Salzburg,Austria,Salzburg
Dunbar,United States,West Virginia
Mogyoród,Hungary,Pest
Nambu,Japan,Yamanashi
Roncoferraro,Italy,Lombardy
Casteggio,Italy,Lombardy
Cologny,Switzerland,Genève
Serra Redonda,Brazil,Paraíba
Neukirchen,Germany,Hesse
Borgo a Mozzano,Italy,Tuscany
Hensies,Belgium,Wallonia
Stadtroda,Germany,Thuringia
Bom Sucesso,Brazil,Paraná
Trith-Saint-Léger,France,Hauts-de-France
Buziaş,Romania,Timiş
Genadendal,South Africa,Western Cape
Byron Center,United States,Michigan
Homestead Meadows South,United States,Texas
Portage Lakes,United States,Ohio
Meridianville,United States,Alabama
Wiernsheim,Germany,Baden-Württemberg
Homeland,United States,California
Osceola,United States,Arkansas
Syracuse,United States,Indiana
Eberdingen,Germany,Baden-Württemberg
Clarkson,United States,New York
Neustadt-Glewe,Germany,Mecklenburg-Western Pomerania
Andreapol,Russia,Tverskaya Oblast’
Borgo,Italy,Trentino-Alto Adige
Chiang Kham,Thailand,Phayao
Central de Minas,Brazil,Minas Gerais
Besao,Philippines,Mountain
Guia Lopes,Brazil,Minas Gerais
Marshfield,United Kingdom,Newport
Flatwoods,United States,Kentucky
Sharhorod,Ukraine,Vinnyts’ka Oblast’
Santa Filomena do Maranhão,Brazil,Maranhão
Ruinen,Netherlands,Drenthe
Petropavlivka,Ukraine,Dnipropetrovs’ka Oblast’
Segarcea,Romania,Dolj
Quiévrain,Belgium,Wallonia
Quarrington,United Kingdom,Lincolnshire
Fair Plain,United States,Michigan
Gateway,United States,Alaska
Shibayama,Japan,Chiba
Náquera,Spain,Valencia
Mount Ivy,United States,New York
Nova Ibiá,Brazil,Bahia
Sommatino,Italy,Sicilia
Milton-Freewater,United States,Oregon
Ceyrat,France,Auvergne-Rhône-Alpes
Buttstädt,Germany,Thuringia
Dietenheim,Germany,Baden-Württemberg
Itteville,France,Île-de-France
Frouard,France,Grand Est
Ichemrarn,Morocco,Marrakech-Safi
Hörbranz,Austria,Vorarlberg
Coppenbrügge,Germany,Lower Saxony
Nyons,France,Auvergne-Rhône-Alpes
River Park,United States,Florida
Marne,Germany,Schleswig-Holstein
Säkylä,Finland,Satakunta
Novska,Croatia,Sisačko-Moslavačka Županija
Huron-Kinloss,Canada,Ontario
Lazise,Italy,Veneto
Brunstatt,France,Grand Est
Sausalito,United States,California
Alecrim,Brazil,Rio Grande do Sul
Martignacco,Italy,Friuli-Venezia Giulia
Senise,Italy,Basilicata
Periquito,Brazil,Minas Gerais
South Lockport,United States,New York
Chādegān,Iran,Eşfahān
Highland Heights,United States,Kentucky
Woodlake,United States,Virginia
Barnesville,United States,Georgia
Edenkoben,Germany,Rhineland-Palatinate
Bomlitz,Germany,Lower Saxony
Rungis,France,Île-de-France
Tlapanaloya,Mexico,Morelos
Delaware,United States,Pennsylvania
Robecco sul Naviglio,Italy,Lombardy
Altmannstein,Germany,Bavaria
Laneuveville-devant-Nancy,France,Grand Est
Ittre,Belgium,Wallonia
Kirkleatham,United Kingdom,Redcar and Cleveland
Oliena,Italy,Sardegna
Newbury,United States,Massachusetts
Berrien Springs,United States,Michigan
Mzefroune,Morocco,Tanger-Tétouan-Al Hoceïma
St. Helena,United States,California
Polch,Germany,Rhineland-Palatinate
Tismana,Romania,Gorj
Molochansk,Ukraine,Zaporiz’ka Oblast’
Hudson Falls,United States,New York
Ciboure,France,Nouvelle-Aquitaine
Saulx-les-Chartreux,France,Île-de-France
Veitsbronn,Germany,Bavaria
Sainte-Pazanne,France,Pays de la Loire
Ungheni,Romania,Mureş
Noble,United States,Oklahoma
Gulf Park Estates,United States,Mississippi
Caudan,France,Bretagne
Lastrup,Germany,Lower Saxony
Fehraltorf,Switzerland,Zürich
Sotuta,Mexico,Yucatán
Settimo San Pietro,Italy,Sardegna
Redondo,Portugal,Évora
Pâncota,Romania,Arad
Oak Ridge,United States,North Carolina
São Brás,Brazil,Alagoas
Iraí de Minas,Brazil,Minas Gerais
Honley,United Kingdom,Kirklees
Rochester,United States,Indiana
Mallersdorf-Pfaffenberg,Germany,Bavaria
In Guezzam,Algeria,Tamanrasset
Acigné,France,Bretagne
Bothwell,United Kingdom,South Lanarkshire
Albisola Marina,Italy,Liguria
Tumut,Australia,New South Wales
Diepoldsau,Switzerland,Sankt Gallen
Orange City,United States,Iowa
Coteau-du-Lac,Canada,Quebec
Jussara,Brazil,Paraná
Aígina,Greece,Attikí
Carnarvon,South Africa,Northern Cape
Hecklingen,Germany,Saxony-Anhalt
Kaitaia,New Zealand,Northland
Grassau,Germany,Bavaria
Shinmachi,Japan,Chiba
Seminole,United States,Oklahoma
Moringen,Germany,Lower Saxony
San Clemente,Spain,Castille-La Mancha
Sunndalsøra,Norway,Møre og Romsdal
Piskivka,Ukraine,Kyyivs’ka Oblast’
Sant’Agostino,Italy,Emilia-Romagna
Meleiro,Brazil,Santa Catarina
Groesbeck,United States,Ohio
Campestre,Brazil,Alagoas
Litóchoro,Greece,Kentrikí Makedonía
Chabeuil,France,Auvergne-Rhône-Alpes
Springs,United States,New York
Marksville,United States,Louisiana
Truth or Consequences,United States,New Mexico
Mondelange,France,Grand Est
Les Essarts-le-Roi,France,Île-de-France
Nanteuil-lès-Meaux,France,Île-de-France
Polessk,Russia,Kaliningradskaya Oblast’
Surgères,France,Nouvelle-Aquitaine
Summit,United States,Pennsylvania
Laurium,United States,Michigan
Sărmaşu,Romania,Mureş
Pignola,Italy,Basilicata
Blythebridge,United Kingdom,Staffordshire
Archbald,United States,Pennsylvania
Busseto,Italy,Emilia-Romagna
Neukieritzsch,Germany,Saxony
Providence,United States,Pennsylvania
Puerto Serrano,Spain,Andalusia
Schliersee,Germany,Bavaria
Pinotepa de Don Luis,Mexico,Oaxaca
