Creditor No_;Datev Account No_;Fax No_;Group Vendor No_;ILN No_;No_ Series;No_;Our Account No_;Pay-to Vendor No_;Phone No_;Primary Contact No_;Registration No_;Telex No_;VAT Registration No_;Validate EU Vat Reg_ No_;akq No_ of Entries Paym_ Adv_;akq Payment Vendor No_;Address 2;Address;Application Method;Base Calendar Code;Block Payment Tolerance;Blocked;Budgeted Amount;Cash Flow Payment Terms Code;City;Construction Service;Contact;Country_Region Code;County;Currency Code;Currency Id;Datev Addressee Type;Datev Export Date;Delivery Reminder Terms;Diverse Vendors;Document Sending Profile;Don_t Export Bank Account;E-Mail;Fin_ Charge Terms Code;GLN;Gen_ Bus_ Posting Group;Global Dimension 1 Code;Global Dimension 2 Code;Home Page;IC Partner Code;Id;Image;Invoice Disc_ Code;Language Code;Last Date Modified;Last Modified Date Time;Lead Time Calculation;Location Code;Name 2;Name;Partner Type;Payment Method Code;Payment Method Id;Payment Terms Code;Payment Terms Id;Picture;Post Code;Preferred Bank Account Code;Prepayment _;Prices Including VAT;Priority;Privacy Blocked;Purchaser Code;Release Status;Release Until;Responsibility Center;SSCC Nos_;Search Name;Shipment Method Code;Shipping Agent Code;Statistics Group;Tax Area Code;Tax Liable;Telex Answer Back;Territory Code;VAT Bus_ Posting Group;Vendor Posting Group;akq Allow Payment 3rd parties;akq DTAZV Charges Rule;akq DTAZV Currency Instruction;akq Direction Code;akq Payment Type;akq Single Payment;timestamp
;;;;;KRED;K04751;109405;;+49 (0)906 70693-34;IN14855;;;DE127499991;0;0;;;Joseph-Gänsler-Str. 10;0;KRED;0;0;0,00000000000000000000;;Donauwörth;0;Franziska Rollinger;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@telemeter.de;;;IL;;;www.telemeter.info;;{72B9637A-F947-485F-92BD-E82EA065BD31};{00000000-0000-0000-0000-000000000000};K04751;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;Telemeter Electronic GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;86609;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;TELEMETER ELECTRONIC GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C4099C
;;07143 277821;;;KRED;K04752;;;07143 277237;;;;;0;0;;;Hauptstr. 1;0;KRED;0;2;0,00000000000000000000;;Bönningheim;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@amann.com;;;;;;http://www.amann.com;;{8060B1CC-F63F-44FD-97EB-6748C68143CC};{00000000-0000-0000-0000-000000000000};K04752;;25.01.2020 00:00:00;25.01.2020 09:37:10;;B-01;;Amann & Söhne GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;74357;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AMANN & SÖHNE GMBH & CO. KG;93;;0;;0;;;;;0;0;0;;;0;000000005329B421
;;02159 6959933;;;KRED;K04753;;;02159 695990;;;;DE119369978;0;0;;;Lise Meitner-Str. 2;0;KRED;0;0;0,00000000000000000000;;Meerbusch;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@amtag.de;;;IL;;;www.amtag.de;;{8356222C-2C72-4FF5-BD58-D6F10591AB75};{00000000-0000-0000-0000-000000000000};K04753;;25.01.2020 00:00:00;25.01.2020 09:37:11;;A-01;;Amtag AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;40670;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;AMTAG AG;12;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B426
;;0043-2236-71316;;;KRED;K04754;;;0043-2236-71134;;;;;0;0;;;Humbhandlgasse 5;0;KRED;0;2;0,00000000000000000000;;Biedermannsdorf b. Wien;0;;AT;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;antriebstechnik@duri.at;;;;;;www.duri.at;;{89FBBE30-0F84-44D0-811C-71792E429AAC};{00000000-0000-0000-0000-000000000000};K04754;;25.01.2020 00:00:00;25.01.2020 09:37:11;;;;Duri Antriebstechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};;{00000000-0000-0000-0000-000000000000};;2362;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;DURI ANTRIEBSTECHNIK;;;0;;0;;;;;0;0;0;;;0;000000005329B42B
;;0711-9322298;;;KRED;K04755;;;0711-9322281;;;;;0;0;;;Am Ostkai 15-17;0;KRED;0;2;0,00000000000000000000;;Stuttgart;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@eisenmetall.de;;;;;;www.eisenmetall.de;;{41A03879-824E-4214-9ED4-516AB6518E78};{00000000-0000-0000-0000-000000000000};K04755;;25.01.2020 00:00:00;25.01.2020 09:37:11;;;;Eisen- und Metall GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};;{00000000-0000-0000-0000-000000000000};;70327;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EISEN- UND METALL GMBH;;;0;;0;;;;;0;0;0;;;0;000000005329B430
;;07231-4883166;;;KRED;K04756;10420;;07231-48830;;;;;0;0;;;Jahnstr. 47;0;KRED;0;0;0,00000000000000000000;;Birkenfeld;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@enghofer.de;;;IL;;;www.enghofer.de;;{5633EAEB-412A-4A62-981C-C8EDA2D2CEF3};{00000000-0000-0000-0000-000000000000};K04756;;25.01.2020 00:00:00;25.01.2020 09:37:11;;A-01;GmbH & Co. KG;Karl Enghofer;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;75217;SPK;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;KARL ENGHOFER;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B435
;;;;;KRED;K04760;;;+41 (0)44 307 19 19;IN14864;CHE-106.021.550;;;0;0;;;Glattalstr. 18;0;KRED;0;0;0,00000000000000000000;;Zürich;0;;CH;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@matthey.com;;;AL;;;www.johnson-matthey.ch;;{D9E623FE-2125-4CC9-934D-029D8467C142};{00000000-0000-0000-0000-000000000000};K04760;;13.10.2021 00:00:00;13.10.2021 07:44:06;"14";B-01;& Brandenberger AG;Johnson Matthey;0;AUSLAND;{D12F083F-0236-4CE1-9924-CCE2C8C305C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;CH-8052;AUSLAND;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;JOHNSON MATTHEY;12;;0;;0;;;AL;AL;0;0;0;;;0;000000005939150E
;;+49 8134. 93 43-20;;;KRED;K04764;;;+49 8134. 93 43-0;;;;DE813592573;0;0;;;Rudolf-Diesel-Strasse 11;0;KRED;0;0;0,00000000000000000000;;Odelzhausen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;christian.martin@schaub-service.de;;;IL;;;www.schaub-service.de;;{FFD903A6-6F1B-4C83-97F0-D5B69A59B17B};{00000000-0000-0000-0000-000000000000};K04764;;19.08.2021 00:00:00;19.08.2021 07:03:19;;A-01;handel GmbH;Heinrich Schaub Stahl-;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;85235;TARGO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HEINRICH SCHAUB STAHL-;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000058AA92B2
;;089 / 89 55 65 -50;;;KRED;K04766;;K04766;089 / 89 55 65 -3;;;;;0;0;;;Gautinger Straße 2-4;0;KRED;0;0;0,00000000000000000000;;Stockdorf;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@stanz-schmidt.de;;;IL;;;www.stanz-schmidt.de;;{4619F773-2490-499F-8D19-45B059D3058F};{00000000-0000-0000-0000-000000000000};K04766;;25.01.2020 00:00:00;25.01.2020 09:37:11;;;GMBH & CO.KG;SHN STANZ SCHMIDT;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};7;{404B5637-830E-46DD-B648-D3C826CE2602};;82131;POST;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SHN STANZ SCHMIDT;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B467
;;;;;KRED;K04768;59387;K04768;+49 2392 55 2518;IN14873;;;DE305232329;0;0;;;Plettenberger Str. 2;0;KRED;0;0;0,00000000000000000000;;Werdohl;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;EE.VDM@vdm-metals.com;;;IL;;;www.vdm-metals.com;;{7F3679F9-D939-46AE-9BDB-1E8E7079A1FE};{00000000-0000-0000-0000-000000000000};K04768;;16.11.2020 00:00:00;16.11.2020 05:55:10;;B-01;International GmbH;VDM Metals;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;58791;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;VDM METALS;93;;0;;0;;;IL;IL;0;0;0;;;0;0000000055FDDA57
;;+49 (0) 8151 16255;;;KRED;K04769;41488;;+49 (0) 8151 65077-00;;;;;0;0;;;Petersbrunner Str. 9;0;KRED;0;0;0,00000000000000000000;;Starnberg;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@haerterei-weber.de;;;IL;;;www.haerterei-weber.de;;{F0238E75-8718-47D7-9BE0-1B6C78CD4E3C};{00000000-0000-0000-0000-000000000000};K04769;;26.11.2020 00:00:00;26.11.2020 11:35:00;;A-01;GmbH & Co;Härterei Weber und Wallner;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};NETTO;{1846EC55-2A68-41F5-AC67-87CD9934BFBB};;82319;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;HÄRTEREI WEBER UND WALLNER;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000056245948
;;;;;KRED;K04771;4956;K04771;02152 144560;;;;DE313075102;0;0;;;Industriering Ost 74;0;KRED;0;0;0,00000000000000000000;;Kempen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;sales@jk-adhesives.de;;;IL;;;www.jk-shop-kempen.de;;{EAFB0CE7-A4D0-4979-8E4C-D24D18B4B404};{00000000-0000-0000-0000-000000000000};K04771;;29.01.2021 00:00:00;29.01.2021 05:24:18;;A-01;Innovative Lösungen f.Handwerk;JK Technischer Handel GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};VOR;{15A1ED40-F92B-4AC4-9958-FC3FA4058785};;47906;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;JK TECHNISCHER HANDEL GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000056AE325D
;;+49 (0) 6232-100 332 -42;;;KRED;K04772;15903;K04772;+49 6232 100 332-0;;DE153908535;;;0;0;;;Alte Rheinhäuser Straße 6-8;0;KRED;0;0;0,00000000000000000000;;Speyer;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@infiltec.de;;;IL;;;www.infiltec.de;;{EB007EFE-8434-4057-8BF5-343C41C8DB11};{00000000-0000-0000-0000-000000000000};K04772;;25.01.2020 00:00:00;25.01.2020 09:37:11;;A-01;;Infiltec GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301002;{17561B5C-5A76-4A94-9C2E-40F628FFFB45};;67346;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;INFILTEC GMBH;96;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B485
;;+49 30 3012 995-439;;;KRED;K04773;30553187;;+49 30 3012 995-420;;029/550/00001;;DE811228366;0;0;;;Jaffestraße 2;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;de.dl.ber.special@dbschenker.com;;;IL;;;;;{9F613AB6-8884-4B0B-ABC7-29AD196F20CC};{00000000-0000-0000-0000-000000000000};K04773;;17.03.2021 00:00:00;17.03.2021 06:18:11;;;;Schenker Deutschland AG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;14055;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SCHENKER BERLIN JAFFESTR.;;;0;;0;;;IL;IL;0;0;0;;;0;00000000572ED6D5
;;+49 30 6931069;;;KRED;K04775;;;+49 30 6931053;;;;DE179222122;0;0;;;Sanderstr. 28;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@mav-germany.de;;;IL;;;www.mav-germany.de;;{DFFC06F0-1D14-47FA-991B-3B9E22DE2BD5};{00000000-0000-0000-0000-000000000000};K04775;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;MAV Prueftechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;12047;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;MAV PRUEFTECHNIK GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C409A6
;;;;;KRED;K04776;;;+49 2195 929 529;IN14886;221/5757/1351;;DE814129704;0;0;;;Raiffeisenstr. 14;0;KRED;0;0;0,00000000000000000000;;Radevormwald;0;Frau Anja Strenge;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;anja.strenge@schleuniger.de;;;IL;;;www.schleuniger.de;;{7DA53666-2F67-4A38-A800-DDC9C505BA52};{00000000-0000-0000-0000-000000000000};K04776;;12.11.2020 00:00:00;12.11.2020 12:22:30;;A-01;;Schleuniger GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;42477;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SCHLEUNIGER GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000055EF1F97
;;+49 6078 9357 49;;;KRED;K04777;;;+49 6078 9357 10;IN14888;;;DE113567451;0;0;;;Steinschönauer Str. 4c;0;KRED;0;0;0,00000000000000000000;;Groß-Umstadt;0;Herr Rudolf Rückert;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;rruekert@z-mike.de;;;IL;;;www.z-mike.de;;{CBDBFCD2-8FDB-4086-8083-773EF359F105};{00000000-0000-0000-0000-000000000000};K04777;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;;Z-Mike Lasermeßtechnik GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};SOFORT;{1C3634A3-4A89-424D-89D0-02220C2D4D49};;64823;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;Z-MIKE LASERMEßTECHNIK GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C409B0
;;+49 7932 60666 11;;;KRED;K04778;;;+49 7932 60666 43;;52001/14734;;DE812666748;0;0;;;Wilhelm-Hachtel-Str. 8;0;KRED;0;0;0,00000000000000000000;;Niederstetten;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;l.wagner@ep-e.com;;;IL;;;www.ep-e.com;;{60C27D17-F0FC-4F35-A563-7836DB4078C7};{00000000-0000-0000-0000-000000000000};K04778;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;Engineering GmbH;EP Ehrler Prüftechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;97996;;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EP EHRLER PRÜFTECHNIK;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C409B5
;;+49-6106-6670-110;;;KRED;K04779;;;+49-6106-6670-124;IN14891;;;;0;0;;;Senefelder Str. 2;0;KRED;0;0;0,00000000000000000000;;Rodgau;0;Chistine Bodensohn;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;bodensohn@smarttec.de;;;IL;;;http://www.smarttec.de;;{82241BB4-D754-45CD-B668-574D0C38B504};{00000000-0000-0000-0000-000000000000};K04779;;25.01.2020 00:00:00;25.01.2020 09:37:11;"4";A-01;;smartTec GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;63110;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SMARTTEC GMBH;12;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4A3
;;+49 66 21 / 92 31-400;;;KRED;K04780;20742;;+49 6621 9231-129;IN14899;;;DE 301 801 072;0;0;;;Breitzbachstrasse 5;0;KRED;0;0;0,00000000000000000000;;Bad Hersfeld;0;Fr. Moser-Wempe;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;U.Lotz@leist.de;;;IL;;;www.leist.de;;{992E2D5F-96B2-4C74-BBEE-06D09C0CB60F};{00000000-0000-0000-0000-000000000000};K04780;;21.02.2020 00:00:00;21.02.2020 20:45:49;;A-01;GmbH & Co. KG;Leist Oberflächentechnik;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;36251;KASSLER;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;LEIST OBERFLÄCHENTECHNIK;;;0;;0;;;IL;IL;0;0;0;;;0;0000000053C409BA
;;+49 3378 518 12 915;;;KRED;K04781;471191;;+49 3378 518 12 90;;102/5805/0111;;DE120680337;0;0;;;Ulmenweg 1;0;KRED;0;0;0,00000000000000000000;;Ludwigsfelde;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;debitoren@boels.de;;;IL;;;www.boels.de;;{2435ADDB-FFE4-4ACC-BF7C-453F35A31B3A};{00000000-0000-0000-0000-000000000000};K04781;;10.09.2021 00:00:00;10.09.2021 11:11:19;;A-01;;Boels Verleih GmbH Unitverleih;0;SEPA EU;{D762816C-794B-4AAA-A9CE-6175E622A849};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;14974;ABN;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;BOELS VERLEIH GMBH UNITVERLEIH;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000058E31B12
;;+49 30 847 85 158;;;KRED;K04782;;;+49 30 847 85 106;IN14902;;;DE 136583104;0;0;;;Wolfensteindamm 9;0;KRED;0;0;0,00000000000000000000;;Berlin;0;Herr Christopher Strohmeier;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;mail@drei-b.de;;;IL;;;www.drei-b.de;;{7D00646D-B2E9-43DE-ACC5-C9DC7F98608F};{00000000-0000-0000-0000-000000000000};K04782;;14.07.2021 00:00:00;14.07.2021 08:59:33;;B-01;Deutschland;3B Dienstleistung GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};10;{D62A18D7-C7F8-4D54-AC29-5E353D2136A6};;12165;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;3B DIENSTLEISTUNG GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;0000000058614DE2
;;09174 97153-20;;;KRED;K04783;;;09174 97153 0;IN14917;;;;0;0;;;Daimlerstrasse 2 a;0;KRED;0;0;0,00000000000000000000;;Hilpoltstein;0;Jennifer Mundt;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@express-kabel.de;;;IL;;;www.express-kabel.de;;{5D390C2D-295E-43B1-8D3C-D2A7AA87251A};{00000000-0000-0000-0000-000000000000};K04783;;25.01.2020 00:00:00;25.01.2020 09:37:11;;B-01;;ExpressKabel GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;91161;RAIF;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;EXPRESSKABEL GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4B7
;;+49 2372 9680 20;;;KRED;K04784;;;+49 23729680 11;IN14912;328|5749|0135;;DE251993371;0;0;;;An der Iserkuhle 27;0;KRED;0;0;0,00000000000000000000;;Hemer;0;Herr Andre Ihme;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;andre.ihme@verzinnung.de;;;IL;;;http://wp.feuerverzinnen.com/;;{91705D31-B731-4357-AFAB-2CFA28AC8DF7};{00000000-0000-0000-0000-000000000000};K04784;;06.07.2021 00:00:00;06.07.2021 09:18:34;"4";B-01;;Friedrich Heck GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};7;{404B5637-830E-46DD-B648-D3C826CE2602};;58675;DB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;FRIEDRICH HECK GMBH & CO. KG;19;;0;;0;;;IL;IL;0;0;0;;;0;000000005851DB8C
;;+49 33708 596 66;;;KRED;K04786;;;+49 33708 596 0;IN15055;;;DE114957701;0;0;;;Otto-Porath-Platz 1;0;KRED;0;0;0,00000000000000000000;;Blankenfelde-Mahlow;0;Frau Jannett Mallon;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;j.mallon@profilex.de;;;IL;;;www.primo.com;;{41DD8A56-AB5B-4826-B270-6E7DC84165F4};{00000000-0000-0000-0000-000000000000};K04786;;25.01.2020 00:00:00;25.01.2020 09:37:11;;A-01;;Primo Profile GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};301402;{79308B22-5127-4737-8D85-C57A8DD613EC};;15831;DANSKE;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PRIMO PROFILE GMBH;93;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4C6
;;+49 30 208473369;;;KRED;K04787;DE2000529942;;+49 30 403644100;;30/253/36909;;DE294930836;0;0;;;Friedrichstraße 224;0;KRED;0;0;0,00000000000000000000;;Berlin;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;service@contorion.de;;;IL;;;www.contorion.de;;{4AB752A5-ADF6-4135-9A38-442233A29F85};{00000000-0000-0000-0000-000000000000};K04787;;25.01.2020 00:00:00;25.01.2020 09:37:11;;B-01;;Contorion GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;10969;KONTOR;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;CONTORION GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4CB
;;0715617827325;;;KRED;K04788;;;071561782730;;;;;0;0;;;;0;KRED;0;0;0,00000000000000000000;;Gerlingen;0;;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;support@stempel-fabrik.de;;;IL;;;;;{5BAD2F04-6B18-44A1-8018-9E59777D7423};{00000000-0000-0000-0000-000000000000};K04788;;25.01.2020 00:00:00;25.01.2020 09:37:11;;B-01;Raiffeisenstr. 3;stempel-fabrik.de GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;70839;COBA;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;STEMPEL-FABRIK.DE GMBH;;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4D0
;;;;;KRED;K04789;;;+49 5121 750 99 0;IN14952;;;;0;0;;;Daimlerring 33/35;0;KRED;0;0;0,00000000000000000000;;Hildesheim;0;Marc Hefti;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;marc.hefti@gpv-group.com;;;IL;;;gpv-group.com;;{4D12EBA2-6897-4982-B27D-DA27C55A5580};{00000000-0000-0000-0000-000000000000};K04789;;25.01.2020 00:00:00;25.01.2020 09:37:11;;B-01;;GPV Germany GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};14;{566CF1E7-0BCE-42A5-B113-98CE655D47EF};;31135;VB;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;GPV GERMANY GMBH;92;;0;;0;;;IL;IL;0;0;0;;;0;000000005329B4D5
;;+49 89 31584 5166;;;KRED;K04790;017504;;+49 89 31584 0;IN14955;;;DE130745279;0;0;;;Bruckmannring 22;0;KRED;0;0;0,00000000000000000000;;Oberschleißheim;0;Frau Susanne Hausmann;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;info@schreiner-group.com;;;IL;;;www.schreiner-group.com;;{214A776F-52AF-4278-84C1-B160D06F1443};{00000000-0000-0000-0000-000000000000};K04790;;24.09.2021 00:00:00;24.09.2021 13:18:57;;A-01;ProTech;Schreiner Group GmbH & Co. KG;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};30;{0638B4F7-4DD4-4179-BE79-3D1D4AD8A9D4};;85764;HYPO;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;SCHREINER GROUP GMBH & CO. KG;12;;0;;0;;;IL;IL;0;0;0;;;0;0000000059071420
;;+49 (0) 74 51 6 27 72 55;;;KRED;K04791;;K04791;+49 (0) 7451 55295 14;IN14965;;;DE157452500;0;0;;;Robert-Bosch-Str. 24;0;KRED;0;0;0,00000000000000000000;;Horb-Bildechingen;0;Reiner Renz;;;;{00000000-0000-0000-0000-000000000000};0;01.01.1753 00:00:00;;0;;0;r.renz@promod-technologie.de;;;IL;;;www.promod-technologie.de;;{ADB1DD06-030A-40C8-B0AD-8B56292AB8C9};{00000000-0000-0000-0000-000000000000};K04791;;09.12.2020 00:00:00;09.12.2020 10:11:36;"10";A-01;;Promod Prototypenzentr. GmbH;0;CLEARING;{187E2AC4-ADCC-4DC7-8143-95F5F70E37C9};10;{D62A18D7-C7F8-4D54-AC29-5E353D2136A6};;72160;RAIF;0,00000000000000000000;0;0;0;;0;01.01.1753 00:00:00;;;PROMOD PROTOTYPENZENTR. GMBH;93;;0;;0;;;IL;IL;0;0;0;;;0;00000000564F9DDB
