lieferzeile_no,order_no,buy_from_city,buy_from_post_code,buy_from_vendor_name,location_code,order_date,original_date,posting_date,promised_receipt_date,quantity_invoiced,quantity,really_receipt_datetime,requested_receipt_date
M20020028,EB21/2483,Groß-Umstadt,64823,EMS-Chemie,B-01,2021-08-23,2021-08-09,2021-08-09,2021-08-09,750,750,2021-07-09,2021-08-09
DR90350023,EB21/2597,Oranienburg,16515,SURFACED GmbH,B-01,2021-08-09,2099-09-09,2021-08-09,2099-09-09,1263,1263,2021-07-09,2021-09-22
KS90355001,EB21/2546,Oranienburg,16515,SURFACED GmbH,B-01,2021-03-09,2099-09-09,2021-08-09,2099-09-09,2000,2000,2021-07-09,2021-09-17
11000051,EB21/2070,Grünstadt-Sausenheim,67269,Wellpappenfabrik GmbH,A-01,2021-07-15,2021-07-09,2021-08-09,2021-07-09,2210,2210,2021-07-09,2021-08-13
KU00022240-1,EB21/2357,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-04-08,2021-08-09,2021-08-09,2021-08-09,3000,3000,2021-07-09,2021-08-09
M0000138,EB21/2090,Berlin,10553,Th. Geyer GmbH & Co. KG,B-01,2021-09-07,2099-09-09,2021-08-09,2021-10-09,90,90,2021-07-09,2021-06-08
M20020355,EB21/1642,Berlin,10713,Albis Distribution GmbH & Co. KG,B-01,2021-04-05,2021-10-09,2021-08-09,2021-10-09,750,750,2021-07-09,2021-02-09
17200120,EB21/1767,Heroldsberg,90562,Walter Schön GmbH,A-01,2021-11-08,2021-08-09,2021-08-09,1753-01-01,11540,11540,2021-07-09,1753-01-01
O3 1412839-1,EB21/1717,Berlin,12099,Max Witte GmbH,A-01,2021-07-06,2021-10-09,2021-08-09,2021-10-09,10520,10520,2021-07-09,2021-10-09
D44000001,EB21/0611,Karlsruhe,76225,Robert Bosch GmbH,A-01,2021-07-23,2021-07-09,2021-09-09,2021-07-09,40,40,2021-08-09,2021-07-09
22000328,EB21/2649,Köthen,06354,Mercateo AG,B-01,2021-04-27,2021-09-14,2021-08-09,2099-09-09,3000,3000,2021-08-09,2021-09-14
24000013,EB21/1710,Berlin,13507,Rubix GmbH,B-01,2021-07-21,2021-12-17,2021-09-09,2021-12-17,5000,5000,2021-08-09,2021-01-09
KS00526714,EB21/2038,Oberkirch,77697,Progress-Werk,B-01,2021-07-16,2021-10-09,2021-09-09,2021-10-09,2550,2550,2021-08-09,2021-10-09
RB00843904,EB21/2178,Berlin,10713,Albis Distribution GmbH & Co. KG,B-01,2021-01-09,2021-10-09,2021-09-09,2021-10-09,250,250,2021-08-09,2021-01-09
18000039,EB21/2165,Großpostwitz,02692,miunske GmbH,A-01,2021-07-26,2021-09-14,2021-09-09,2021-09-14,1000,1000,2021-08-09,2021-08-20
M0000104,EB21/2623,Berlin,10553,Th. Geyer GmbH & Co. KG,B-01,2021-03-09,2021-09-17,2021-09-09,2021-09-17,25,25,2021-08-09,2021-09-17
HDE0H24001,EB21/1358,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2021-12-05,2021-08-13,2021-09-09,2021-08-13,5000,5000,2021-08-09,2021-07-30
KS00525814-1,EB21/2324,Ebersbach,73061,Bodycote,B-01,2021-08-13,2021-07-09,2021-10-09,2021-07-09,228,228,2021-09-09,2021-03-09
27602870,EB21/1199,Brieselang,14656,OTEK Oberflächentechnik,A-01,2021-03-26,2021-10-09,2021-10-09,2021-10-09,48000,48000,2021-09-09,2021-10-09
MV00491617,EB21/1641,Engstingen,72829,Schwerdtle-Federn GmbH,B-01,2021-07-22,2021-02-09,2021-10-09,2021-02-09,25200,25200,2021-09-09,2021-02-09
18000038,EB21/2499,Großpostwitz,02692,miunske GmbH,A-01,2021-08-26,2021-10-09,2021-10-09,2021-10-09,1000,1000,2021-09-09,2021-10-09
002286309,EB21/1435,Kaufbeuren-Neugablonz,87600,Wieland Roessler GmbH,B-01,2021-07-05,2021-08-27,2021-10-09,2021-08-27,48,48,2021-09-09,2021-06-18
DMR0000002,EB21/0971,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-12-07,2099-09-09,2021-10-09,2033-03-03,248,248,2021-09-09,2021-09-08
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2021-10-09,2021-09-09,2021-10-09,3360,3360,2021-02-09,2021-10-09
KS90520715,EB21/2545,Oranienburg,16515,SURFACED GmbH,B-01,2021-01-10,2099-09-09,2021-10-09,2099-09-09,1100,1100,2021-09-09,2021-10-15
01550046,EB21/2621,Pforzheim,75179,Heimerle + Meule,B-01,2021-01-09,2021-09-17,2021-10-09,2021-09-17,500,500,2021-09-09,2021-09-15
HDE0210815,EB21/1356,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2021-04-29,2021-10-09,2021-10-09,2021-10-09,19730,19730,2021-09-09,2021-10-09
KU00021831,EB21/2520,Berlin,12209,FSD Lwerk Berlin Brandenburg,A-01,2021-07-19,2021-09-13,2021-09-13,2021-09-13,2000,2000,2021-12-09,2021-09-13
M20020093,EB21/2024,Zwingenberg,64673,RESINEX Germany GmbH,B-01,2021-07-30,2021-10-09,2021-09-13,2021-10-09,500,500,2021-12-09,2021-10-09
DMR0000002,EB21/0971,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-08-16,2099-09-09,2021-09-13,2033-03-03,226,226,2021-12-09,2021-09-13
TF00000005,EB21/1633,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-06,2021-10-09,2021-09-13,2021-10-09,250000,250000,2021-12-09,2021-10-09
DMR0000003,EB21/0974,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-20,2099-09-09,2021-09-13,2033-03-03,80000,80000,2021-12-09,2021-07-26
27601531,EB21/2388,Berlin,14167,Diehl Metal Applications GmbH,B-01,2021-06-08,2021-10-09,2021-09-13,2021-10-09,9870,9870,2021-12-09,2021-10-09
24000001,EB21/1709,Berlin,12487,Ahlberg Metalltechnik GmbH,B-01,2021-12-05,2021-01-09,2021-09-13,2021-01-09,320,320,2021-12-09,2021-01-09
24000007,EB21/1709,Berlin,12487,Ahlberg Metalltechnik GmbH,B-01,2021-12-05,2021-01-09,2021-09-13,2021-01-09,320,320,2021-12-09,2021-01-09
MV00491411,EB21/0951,Frittlingen,78665,A. Wenzler GmbH & Co. KG,B-01,2021-07-30,2021-10-09,2021-09-13,2021-10-09,30000,30000,2021-12-09,2021-10-09
MV00491619,EB21/0965,Velbert,42551,Heismann Drehtechnik,B-01,2021-07-16,2021-10-09,2021-09-13,2021-10-09,8704,8704,2021-12-09,2021-10-09
17200119-1,EB21/2309,Berlin,12487,Ahlberg Metalltechnik GmbH,A-01,2021-10-08,2021-08-31,2021-09-13,2021-08-31,20000,20000,2021-12-09,2021-08-31
29403614,EB21/2223,Heroldsberg,90562,Walter Schön GmbH,A-01,2021-03-08,2021-10-09,2021-09-13,2021-10-09,4000,4000,2021-12-09,2021-08-31
SR00180036,EB21/2627,Waidhofen/Thaya,AT-3830,Tyco Electronics Austria GmbH,A-01,2021-07-09,2099-09-09,2021-09-13,2099-09-09,21,21,2021-12-09,2021-10-09
DR00350013,EB21/1680,Obergünzburg,87634,COPROTEC Systeme GmbH,B-01,2021-04-06,2021-09-13,2021-09-14,2021-09-13,1829,1829,2021-12-09,2021-08-23
M0000009,EB21/2689,Kornwestheim,70806,AIR LIQUIDE Deutschland GmbH,A-01,2021-09-14,2021-09-14,2021-09-14,2021-09-14,1,1,2021-09-13,2021-09-14
17000309,EB21/2238,Berlin,12103,Hans-Erich Gemmel & Co GmbH,B-01,2021-02-08,2021-08-27,2021-09-14,2021-10-09,112,112,2021-09-13,2021-08-27
HES0057711,EB21/0799,Puchheim b. München,82178,ZETTLER electronics GmbH,A-01,2021-03-18,2021-09-14,2021-09-14,2021-09-13,50000,50000,2021-09-13,2021-03-09
17200135,EB21/1777,Cham,93413,Müller Präzision GmbH,A-01,2021-06-14,2021-09-17,2021-09-14,2021-09-17,20000,20000,2021-09-13,2021-09-17
RA00000680,EB21/1590,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-14,2021-09-17,5000,5000,2021-09-13,2021-09-17
RA00000570,EB21/1590,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-14,2021-09-17,2000,2000,2021-09-13,2021-09-17
RA00000650,EB21/1336,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-14,2021-09-17,1000,1000,2021-09-13,2021-09-17
RA00000660,EB21/1336,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-14,2021-09-17,1000,1000,2021-09-13,2021-09-17
RA00000590,EB21/1591,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-14,2021-09-17,1568,1568,2021-09-13,2021-09-17
17200142,EB21/1768,Sömmerda,99610,Püplichhuisen Kabeltechnik GmbH,A-01,2021-06-14,2021-03-09,2021-09-14,2021-03-09,25000,25000,2021-09-13,2021-08-27
O3 1412632-1,EB21/2580,Berlin,12359,Germania-Werk,A-01,2021-08-17,2021-09-14,2021-09-14,2021-09-14,3650,3650,2021-09-13,2021-09-14
HDE0001156,EB21/0031,Bamberg,96052,Robert Bosch GmbH,A-01,2021-06-08,2099-09-09,2021-09-14,2099-09-09,1500,1500,2021-09-13,2021-03-09
DMR0000009,EB21/1015,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-27,2021-10-09,2021-09-14,2021-10-09,80000,80000,2021-09-13,2021-02-08
DMR0000007,EB21/1012,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-20,2099-09-09,2021-09-14,2021-02-08,169000,169000,2021-09-13,2021-07-26
24000011,EB21/1989,Birkenwerder,16547,Körber & Körber GmbH,B-01,2021-04-08,2021-09-15,2021-09-15,2021-09-15,3050,3050,2021-09-14,2021-09-15
00345655,EB21/2363,Berlin,10969,Gebr. Geisler GmbH,Z-DIEHL,2021-08-18,2021-09-15,2021-09-15,2021-09-15,5187,5187,2021-09-14,2021-09-15
00345677,EB21/2363,Berlin,10969,Gebr. Geisler GmbH,Z-DIEHL,2021-08-18,2021-09-15,2021-09-15,2021-09-15,5187,5187,2021-09-14,2021-09-15
11000032,EB21/2234,Freiburg,79108,Advantek GmbH,A-01,2021-02-08,2021-09-14,2021-09-15,2021-09-14,400,400,2021-09-14,2021-03-09
17000162,EB20/1610,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-06-09,2021-09-15,2021-09-15,2444,2444,2021-09-14,2021-06-15
17000037,EB20/1597,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-09-15,2021-09-15,2021-09-15,993,993,2021-09-14,2021-09-15
17000193,EB20/1616,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-09-15,2021-09-15,2021-09-15,1137,1137,2021-09-14,2021-09-15
17000148,EB20/1605,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-08-16,2021-09-15,2021-09-16,1041,1041,2021-09-14,2021-08-15
KS90520741,EB21/2598,Oranienburg,16515,SURFACED GmbH,B-01,2021-03-09,2099-09-09,2021-09-16,2099-09-09,1500,1500,2021-09-14,2021-09-17
BI00099095,EB21/1765,GENAS CEDEX,FR - 69745,CLAYENS NP S.A.S.,B-01,2021-11-06,2021-10-09,2021-09-16,2021-09-17,2002,2002,2021-09-14,2021-10-09
BI00099106,EB21/1766,GENAS CEDEX,FR - 69745,CLAYENS NP S.A.S.,B-01,2021-11-06,2021-10-09,2021-09-16,2021-09-17,2100,2100,2021-09-14,2021-10-09
HES0054020,EB21/0798,Lippstadt,59552,Hella KGaA Hueck & Co.,A-01,2021-03-16,2021-03-09,2021-09-16,2021-09-17,10000,10000,2021-09-15,2021-03-09
DMR0000008,EB21/1013,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-10-06,2021-09-14,2021-09-16,2021-09-14,156000,156000,2021-09-15,2021-08-16
HDE0H05003,EB21/1757,Stuttgart,70565,Trelleborg Sealing Solutions,A-01,2021-10-06,2021-09-16,2021-09-16,2021-09-17,20000,20000,2021-09-15,2021-09-17
MS00203012,EB21/2662,Ottobeuren,87724,A. Berger Präzisionsdrehteile,B-01,2021-09-07,2099-09-09,2021-09-16,2099-09-09,100,100,2021-09-15,2021-09-17
MV00491619-1,EB21/2557,Zella-Mehlis OT Benshausen,98544,Menz Industriedienst-,B-01,2021-10-09,2099-09-09,2021-09-16,2099-09-09,8704,8704,2021-09-15,2021-01-10
BI00099094,EB21/1763,GENAS CEDEX,FR - 69745,CLAYENS NP S.A.S.,B-01,2021-11-06,2021-10-09,2021-09-16,2021-09-17,716,716,2021-09-14,2021-10-09
HDE0900204,EB21/2366,Lohne,49393,Pöppelmann GmbH & Co. KG,A-01,2021-12-08,2021-09-17,2021-09-16,2021-09-17,6000,6000,2021-09-15,2021-09-17
KS90520714,EB21/2610,Oranienburg,16515,SURFACED GmbH,B-01,2021-03-09,2099-09-09,2021-09-16,2099-09-09,910,910,2021-09-15,2021-09-17
KS00525792-1,EB21/2524,Ebersbach,73061,Bodycote,B-01,2021-03-09,2099-09-09,2021-09-16,2099-09-09,250,250,2021-09-15,2021-09-24
DMR0000009,EB21/1015,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-07,2099-09-09,2021-09-16,2099-09-09,100000,100000,2021-09-15,2021-06-09
KU00024748-5,EB21/2119,Braunschweig,38118,MWS- Mechanische Werkstatt,A-01,2021-07-20,2021-09-22,2021-09-16,2021-09-22,1856,1856,2021-09-15,2021-03-09
RA00002190,EB21/2686,Selb,95100,RAPA Automotive GmbH & Co. KG,A-01,2021-03-09,2021-09-17,2021-09-17,2021-09-17,5,5,2021-09-16,2021-09-17
17000108,EB21/1376,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-04-26,2021-09-17,2021-09-17,2021-09-17,7000,7000,2021-09-16,2021-09-08
17000108,EB21/2315,Herzogenaurach,91074,Erhard Fröhlich GmbH,B-01,2021-10-08,2021-11-26,2021-09-17,2021-11-26,3430,3430,2021-09-16,2021-10-29
00469846,EB21/1738,Berlin,10969,Gebr. Geisler GmbH,Z-DIEHL,2021-07-23,2021-09-20,2021-09-17,2021-09-20,11050,11050,2021-09-16,2021-08-13
DKG0310071,EB21/2200,Taufkirchen,82024,Bourns Sensors GmbH,B-01,2021-07-29,2021-09-30,2021-09-17,2021-09-30,315,315,2021-09-16,2021-09-30
O3 1-1393583-5,EB21/2468,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-03-09,2021-09-17,2021-09-17,2021-09-17,400,400,2021-09-16,2021-09-17
O3 2-1393565-2,EB21/2468,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-03-09,2021-09-17,2021-09-17,2021-09-17,1000,1000,2021-09-16,2021-09-17
O3 4-1393565-3,EB21/2468,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-03-09,2021-09-17,2021-09-17,2021-09-17,210,210,2021-09-16,2021-09-17
29300357,EB21/2468,Teltow,14513,Teltower Diakon. Werkstätten,A-01,2021-08-27,2021-09-17,2021-09-17,2021-09-17,1820,1820,2021-09-16,2021-09-17
KS90520709,EB21/2612,Oranienburg,16515,SURFACED GmbH,B-01,2021-03-09,2099-09-09,2021-09-17,2099-09-09,470,470,2021-09-16,2021-09-17
DR90350028,EB21/2595,Oranienburg,16515,SURFACED GmbH,B-01,2021-06-09,2099-09-09,2021-09-17,2099-09-09,1531,1531,2021-09-16,2021-09-20
KS00525788-1,EB21/2544,Ebersbach,73061,Bodycote,B-01,2021-08-27,2021-09-17,2021-09-17,2021-09-17,250,250,2021-09-16,2021-09-17
NW00006601,EB21/1747,Wiggensbach,87487,Swoboda Wiggensbach KG,B-01,2021-10-06,2021-09-30,2021-09-17,2021-01-09,1781,1781,2021-09-16,2021-01-09
02286958,EB21/2074,Brieselang,14656,OTEK Oberflächentechnik,B-01,2021-05-28,2021-09-17,2021-09-17,2021-09-17,50,50,2021-09-16,2021-09-17
38000465,EB21/2356,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-03-09,2021-09-17,2021-09-17,2021-09-17,115000,115000,2021-09-16,2021-09-17
28001499,EB21/2435,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-08-18,2021-09-17,2021-09-17,2021-09-17,10000,10000,2021-09-16,2021-09-17
HDE0001158,EB21/0033,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2099-09-09,2021-09-17,2099-09-09,1500,1500,2021-09-16,2021-03-09
HDE0H11023,EB21/0034,Bamberg,96052,Robert Bosch GmbH,A-01,2021-08-19,2021-10-15,2021-09-17,2021-09-17,1280,1280,2021-09-16,2021-09-17
17200125,EB21/2472,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-08-23,2021-09-17,2021-09-17,2021-09-17,7825,7825,2021-09-16,2021-09-17
HDE0H11032,EB21/0036,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2021-09-17,2021-09-17,2033-03-03,3360,3360,2021-09-16,2021-09-17
17200119-1,EB21/2309,Berlin,12487,Ahlberg Metalltechnik GmbH,A-01,2021-10-08,2021-09-17,2021-09-17,2021-09-17,20000,20000,2021-09-16,2021-09-17
DMR0000005,EB21/1000,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-10-06,2099-09-09,2021-09-17,2021-09-14,56000,56000,2021-09-16,2021-08-16
DMR0000005,EB21/1000,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-07,2021-09-14,2021-09-17,2021-09-14,8000,8000,2021-09-16,2021-06-09
DMR0000005,EB21/1000,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-01-07,2099-09-09,2021-09-17,2021-09-17,8000,8000,2021-09-16,2021-06-09
DMR0000011,EB21/1017,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-18,2033-03-03,2021-09-17,2033-03-03,100000,100000,2021-09-16,2021-05-07
DMR0000003,EB21/0974,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-20,2033-03-03,2021-09-17,2033-03-03,153000,153000,2021-09-16,2021-07-26
03071269,EB21/2633,Berlin,12103,Hans-Erich Gemmel & Co GmbH,B-01,2021-08-20,2021-09-17,2021-09-20,2021-09-17,24,24,2021-09-16,2021-09-17
22000648,EB21/1475,Egesheim,78592,Gebrüder Dreher,B-01,2021-10-05,2021-09-17,2021-09-20,2021-09-17,1191,1191,2021-09-16,2021-08-16
WA90140000,EB21/0943,Waiblingen,71332,Robert Bosch GmbH,B-01,2021-07-04,2099-09-09,2021-09-20,2099-09-16,0,7,2021-09-19,2021-05-05
22000611,EB21/1856,Berlin,10969,Gebr. Geisler GmbH,B-01,2021-06-21,2021-08-23,2021-09-20,2021-09-17,3876,3876,2021-09-16,2021-08-21
29200004,EB21/2741,Berlin,12355,Kuhle Industrie-Galvanik GmbH,A-01,2021-06-28,2021-09-20,2021-09-20,2021-09-20,3000,3000,2021-09-19,2021-09-20
17200135,EB21/1777,Cham,93413,Müller Präzision GmbH,A-01,2021-08-20,2021-10-22,2021-09-20,2021-09-24,20000,20000,2021-09-19,2021-09-24
M20020270,EB21/2553,Berlin,12099,NOVAPAX - Kunststofftechnik,B-01,2021-09-13,2021-09-20,2021-09-20,2021-09-20,125,125,2021-09-19,2021-09-20
DMR0000010,EB21/1016,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-05-27,2099-09-09,2021-09-20,2099-09-09,160000,160000,2021-09-19,2021-02-08
HDE0719189,EB21/2512,Isernhagen,30916,Nordpack GmbH,A-01,2021-02-09,2099-09-09,2021-09-20,2021-09-16,5200,5200,2021-09-19,2021-09-16
TF00000005,EB21/2174,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-07-27,2021-12-13,2021-09-20,2021-12-13,125000,125000,2021-09-19,2021-09-17
O3 1412601-3,EB21/1716,Bensheim,64625,TE Connectivity Germany GmbH,A-01,2021-07-06,2021-03-09,2021-09-20,2021-03-09,2550,2550,2021-09-19,2021-07-30
17000162,EB20/1610,Unterensingen,72669,ST Stanztechnik GmbH,B-01,2020-07-09,2021-09-15,2021-09-20,2021-09-27,572,572,2021-09-19,2021-09-15
BI00315009,EB21/2406,Bonn,53170,SGL CARBON GmbH,B-01,2021-08-16,2021-11-10,2021-09-21,2021-09-21,19271,19271,2021-09-19,2021-09-21
24000039,EB21/1751,Keltern,75210,Uwe Oechsler,B-01,2021-08-13,2021-09-17,2021-09-21,2021-09-17,5600,5600,2021-09-19,2021-10-09
DA00491006-1,EB21/1646,Fürth,90763,Hoefer & Sohn GmbH,B-01,2021-07-09,2021-09-21,2021-09-21,2021-09-21,300,300,2021-09-19,2021-07-09
GK00059100,EB21/2700,Berlin,12277,DELTA Laser Tech GmbH,B-01,2021-09-14,2021-09-14,2021-09-13,1753-01-01,1,1,1753-01-01,2021-09-14
GK00059100,EB21/2700,Berlin,12277,DELTA Laser Tech GmbH,B-01,2021-09-14,2021-09-14,2021-09-13,1753-01-01,1,1,1753-01-01,2021-09-14
M0000141,EB21/2625,Berlin,12099,CVB Albert Carl GmbH & Co KG,B-01,2021-03-09,2021-09-17,2021-09-21,2021-09-17,500,500,2021-09-20,2021-09-17
DR90350013,EB21/2745,Oranienburg,16515,SURFACED GmbH,B-01,2021-09-14,2099-09-09,2021-09-21,2099-09-09,1829,1829,2021-09-20,2021-09-27
KS90520714,EB21/2611,Oranienburg,16515,SURFACED GmbH,B-01,2021-10-09,2099-09-09,2021-09-21,2099-09-09,510,510,2021-09-20,2021-09-24
HDE0H26001,EB21/2163,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-07-23,2021-09-17,2021-09-21,2021-09-17,3136,3136,2021-09-20,2021-09-17
HDE0H03452,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-09-17,2021-09-21,2021-09-17,1272,1272,2021-09-20,2021-09-17
HDE0H03450,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-03-11,2021-09-21,1753-01-01,480,480,2021-09-20,1753-01-01
HDE0H03449,EB21/2487,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-25,2021-03-11,2021-09-21,1753-01-01,160,160,2021-09-20,1753-01-01
HDE0H03452,EB21/2516,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-27,2021-09-17,2021-09-21,2021-09-17,795,795,2021-09-20,2021-09-17
HDE0H26001,EB21/2516,Bretten,75015,Klumpp GmbH & Co. KG,A-01,2021-08-27,2021-09-17,2021-09-21,2021-09-17,2752,2752,2021-09-20,2021-09-17
01550002,EB21/2763,Pforzheim,75179,Heimerle + Meule,B-01,2021-08-09,2021-09-22,2021-09-22,2021-09-22,250,250,2021-09-20,2021-09-22
22001663,EB21/2656,Hackermoos,85764,Schreiner Group GmbH & Co. KG,A-01,2021-10-09,2021-09-21,2021-09-21,2021-09-21,10000,10000,2021-09-20,2021-09-16
KS00525765-1,EB21/2690,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2021-08-09,2021-09-22,2021-09-22,2021-09-22,228,228,2021-09-21,2021-09-22
KS00520708-1,EB21/2631,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2021-08-09,2021-09-22,2021-09-22,2021-09-22,230,230,2021-09-21,2021-09-22
KS00520739-1,EB21/2578,Berlin,12355,Kuhle Industrie-Galvanik GmbH,B-01,2021-08-09,2021-09-22,2021-09-22,2021-09-22,480,480,2021-09-21,2021-09-22
05920406,EB21/2436,Berlin,14167,Diehl Metal Applications GmbH,B-01,2021-08-20,2021-09-24,2021-09-22,2021-09-24,5187,5187,2021-09-21,2021-09-24
05920408,EB21/2436,Berlin,14167,Diehl Metal Applications GmbH,B-01,2021-08-20,2021-09-24,2021-09-22,2021-09-24,5187,5187,2021-09-21,2021-09-24
HDE0001158,EB21/0033,Bamberg,96052,Robert Bosch GmbH,A-01,2021-07-23,2099-09-09,2021-09-22,2033-03-03,1500,1500,2021-09-21,2021-09-17
17200132,EB21/2538,Berlin,14167,Diehl Metal Applications GmbH,A-01,2021-08-30,2021-09-24,2021-09-22,2021-09-24,30780,30780,2021-09-21,2021-09-24
KS00525797-1,EB21/2632,Ebersbach,73061,Bodycote,B-01,2021-03-09,2021-09-24,2021-09-22,2021-09-24,312,312,2021-09-21,2021-09-24
17000140,EB21/1652,Lenzkirch,79853,Mesa Parts GmbH,B-01,2021-02-06,2021-07-09,2021-09-22,2021-09-22,1404,1404,2021-09-21,2021-07-09
17200124,EB21/1784,Berlin,12487,Ahlberg Metalltechnik GmbH,A-01,2021-06-14,2033-03-03,2021-09-22,2021-09-22,20000,20000,2021-09-21,2021-07-23
17000100,EB21/1423,München,80687,Mouser Electronics,B-01,2021-04-05,2021-09-24,2021-09-22,2021-09-24,15000,15000,2021-09-21,2021-09-24
RB00491840,EB21/0943,Waiblingen,71332,Robert Bosch GmbH,B-01,2020-12-30,2099-09-09,2021-09-22,2021-09-16,0,17600,2021-09-21,2021-05-05
BI00370704,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-09-22,1753-01-01,510000,510000,2021-09-21,2021-12-31
BI00370708,EB21/2600,Bühl,77813,Einzelkreditor Inland,B-01,2021-12-23,2021-12-23,2021-09-22,1753-01-01,150000,150000,2021-09-21,2021-12-31
22000918,EB21/2205,Gedern,63688,MKS GmbH,B-01,2021-07-29,2021-01-10,2021-09-23,2021-09-24,6320,6320,2021-09-21,2021-01-10
M0000009,EB21/2838,Leipzig,04207,AIR LIQUIDE Deutschland GmbH,A-01,2021-09-22,2021-09-23,2021-09-23,2021-09-23,1,1,2021-09-22,2021-09-23
18200833,EB21/1884,Bad Driburg,33014,INTEG GmbH,A-01,2021-06-23,2021-09-24,2021-09-23,2021-09-24,1000,1000,2021-09-22,2021-09-17
18200833,EB21/2275,Bad Driburg,33014,INTEG GmbH,A-01,2021-04-08,2021-09-24,2021-09-23,2021-09-24,1000,1000,2021-09-22,2021-09-24
M0000140,EB21/2756,Dinslaken,46539,Mercanta Deutschland GmbH,B-01,2021-01-09,2021-09-24,2021-09-23,2021-09-24,88,88,2021-09-22,2021-09-22
18200831,EB21/1883,Bad Driburg,33014,INTEG GmbH,A-01,2021-06-23,2021-09-24,2021-09-23,2021-09-24,2014,2014,2021-09-22,2021-09-17
HDE0900151,EB21/2513,Selb,95100,H. & M. Fraas,A-01,2021-08-27,2021-09-24,2021-09-23,2021-09-24,4000,4000,2021-09-22,2021-09-24
22001644,EB21/2583,Nürnberg,90427,Tröster & Co.,A-01,2021-02-09,2021-09-24,2021-09-23,2021-09-24,4000,4000,2021-09-22,2021-09-24
D410214063,EB21/2191,Bünde,32257,BOPLA Gehäuse Systeme GmbH,A-01,2021-07-20,2021-09-28,2021-09-23,2021-09-28,250,250,2021-09-22,2021-08-31
NW00009011,EB21/2138,Weilburg,35781,NKS-Zerspanungstechnik GmbH,B-01,2021-12-05,2099-09-09,2021-09-23,2099-09-09,306,306,2021-09-22,2021-03-09
HDE0H04002,EB21/2158,Weißenstadt,95163,Raithel & Co. GmbH,A-01,2021-07-23,2021-09-24,2021-09-23,2021-09-24,25000,25000,2021-09-22,2021-09-24
HDE0001156,EB21/0031,Bamberg,96052,Robert Bosch GmbH,A-01,2021-06-08,2099-09-09,2021-09-23,2099-09-09,1500,1500,2021-09-13,2021-10-09
MV00491409,EB21/1638,Pforzheim,75177,Hoffmann GmbH,B-01,2021-03-25,2021-09-24,2021-09-23,2021-09-24,45000,45000,2021-09-22,2021-12-08
