purchase_no,amount_including_vat,amount,expected_receipt_date,location_code,order_date,quantity_invoiced,quantity_received,quantity,really_receipt_datetime,requested_receipt_date
M20020296,1499.4,1260.0,2022-05-01,B-01,2022-05-01,250,250,250,2022-05-01,2022-05-01
KU00122245,178.5,150.0,2099-09-09,B-01,2021-10-15,4500,4500,4500,2021-10-24,2021-10-29
O3 4-1393565-4,3.37,3.15,2021-01-11,A-01,2021-10-18,210,210,210,2021-10-31,2021-01-11
25000038,53.5,50.0,2021-01-11,A-01,2021-10-25,10000,10000,10000,2021-10-31,2021-01-11
KS90525704,149.73,125.82,2021-10-22,B-01,2021-08-10,1398,1398,1398,2021-10-21,2021-10-22
KU00034996,166.55,155.65,2021-10-25,A-01,2021-05-07,371,371,371,2021-10-24,2021-10-25
01550090,22953.32,19288.5,2021-10-22,B-01,2021-07-10,500,500,500,2021-10-19,2021-10-21
40000026,1120.98,942.0,2022-01-14,B-01,2021-12-23,120,120,120,2022-01-13,2022-01-14
40000027,1066.24,896.0,2022-01-14,B-01,2021-12-23,160,160,160,2022-01-13,2022-01-14
HD00020008,433.96,364.67,2021-10-11,B-01,2021-10-20,1090,1090,1090,2021-08-11,2021-10-11
HES0000125,848.23,712.8,2021-11-16,A-01,2021-10-15,244,244,244,2021-11-15,2021-11-19
DR00020047,6366.29,5349.82,2099-09-09,B-01,2022-05-01,8872,8872,8872,2022-01-19,2022-05-01
DR00550001,2343.2,2343.2,2021-12-11,B-01,2021-12-11,1600,1600,1600,2021-11-14,2021-12-11
DR00106077,1372.34,1153.23,2022-01-14,B-01,2022-01-14,3250,3250,3250,2022-12-01,2022-01-14
KP0064B321,1963.5,1650.0,2021-10-29,A-01,2021-10-18,600,600,600,2021-02-11,2021-10-25
KP0064B323,1963.5,1650.0,2021-10-29,A-01,2021-10-18,600,600,600,2021-02-11,2021-10-25
MV00491617,808.18,679.14,2022-01-14,B-01,2021-03-12,25200,25200,25200,2022-12-01,2022-01-14
22001469,138.52,116.4,2022-01-14,B-01,2021-12-23,600,600,600,2022-01-18,2022-01-14
KS00525730,11787.75,11787.75,2021-11-29,B-01,2021-10-29,2740,2740,2740,2021-11-28,2021-11-26
M0000009,271.68,228.3,2021-10-19,A-01,2021-10-18,1,1,1,2021-10-18,2021-10-19
02492660,1118.6,940.0,2021-05-11,A-01,2021-10-19,25,25,25,2021-07-11,2021-05-11
02492660,1118.6,940.0,2021-05-11,A-01,2021-10-19,25,25,25,2021-07-11,2021-05-11
90082936,110.67,93.0,2099-09-09,A-01,2021-10-21,3100,3100,3100,2021-10-28,2021-10-29
38001565,1428.0,1200.0,2021-12-11,A-01,2021-10-21,20000,20000,20000,2021-04-11,2021-12-11
ZEMZUSCHLA,179.37,150.73,2021-12-11,A-01,2021-10-21,0,0,1,2021-04-11,2021-12-11
17200145,1904.0,1600.0,2021-11-19,A-01,2021-10-21,25000,25000,25000,2021-11-17,2021-11-19
RA00000350,1410.0,1410.0,2099-09-09,A-01,2021-10-21,0,20000,20000,2022-01-23,2022-01-21
RA00000360,596.19,501.0,2021-11-26,A-01,2021-10-21,30000,30000,30000,2021-11-25,2021-11-26
RA00000410,1039.58,873.6,2021-11-26,A-01,2021-10-21,28000,28000,28000,2021-11-25,2021-11-26
HDE0719189,480.5,403.78,2021-11-24,A-01,2021-10-22,5200,5200,5200,2021-11-21,2021-12-11
HDE0H22021,11390.04,9819.0,2022-11-02,A-01,2021-10-22,0,0,10000,2020-09-28,2022-11-02
HDE0H47001,1651.24,1387.6,2021-03-12,A-01,2021-10-22,20000,20000,20000,2021-02-12,2021-03-12
DMR0000002,772.36,649.04,2021-11-30,A-01,2021-10-22,138,138,138,2022-02-02,2021-11-26
DMR0000004,2301.46,1934.0,2099-09-09,A-01,2021-10-22,200000,200000,200000,2022-02-02,2021-11-26
DMR0000005,70.16,58.96,2099-09-09,A-01,2021-10-22,8000,8000,8000,2022-02-02,2021-11-26
DMR0000005,42.1,35.38,2021-10-12,A-01,2021-10-22,4800,4800,4800,2022-02-02,2021-11-26
DMR0000006,244.52,205.48,2021-12-20,A-01,2021-10-22,22000,22000,22000,2022-02-02,2021-11-26
DMR0000008,3099.57,2604.68,2021-10-12,A-01,2021-10-22,52000,52000,52000,2022-02-02,2021-11-26
DMR0000009,182.43,153.3,2022-03-02,A-01,2021-10-22,0,30000,30000,2022-02-02,2021-11-26
DMR0000010,486.47,408.8,2021-12-14,A-01,2021-10-22,80000,80000,80000,2022-02-02,2021-11-26
DMR0000012,3250.13,2731.2,2021-11-26,A-01,2021-10-22,80000,80000,80000,2022-02-02,2021-11-26
HES0015500,1404.77,1180.48,2021-11-24,A-01,2021-08-09,50700,50700,50700,2021-11-21,2021-11-24
ZEMZUSCHLA,0.0,0.0,2021-11-24,A-01,2021-11-24,0,0,1,2021-11-21,2021-11-24
RB00320067,892.5,750.0,2021-12-17,B-01,2021-12-11,0,10000,10000,2021-12-22,2021-10-12
RB00301431,600.12,504.3,2021-10-12,B-01,2021-12-11,0,4849,4849,2021-12-22,2021-10-12
RB00405695,107.1,90.0,2021-10-12,B-01,2021-12-11,0,3000,3000,2021-12-22,2021-10-12
MV00491619-1,1480.12,1243.8,2021-12-11,B-01,2021-10-22,8704,8704,8704,2021-09-11,2021-12-11
90401323,1594.6,1340.0,2021-08-12,A-01,2021-09-29,10000,10000,10000,2021-06-12,2021-08-12
17200110,531.42,446.57,2021-11-26,A-01,2021-10-26,194,194,194,2021-11-22,2021-11-26
17200110,539.99,453.77,2021-12-17,A-01,2021-10-26,197,197,197,2021-12-19,2021-12-17
00345655,1040.07,874.01,2021-11-24,Z-DIEHL,2021-10-27,5187,5187,5187,2021-11-22,2021-11-24
00345677,1040.07,874.01,2021-11-24,Z-DIEHL,2021-10-27,5187,5187,5187,2021-11-22,2021-11-24
O3 1393582-4,53.5,50.0,2099-09-09,A-01,2021-01-11,1000,1000,1000,2021-11-18,2021-11-15
25000040,53.5,50.0,2099-09-09,A-01,2021-08-11,10000,10000,10000,2021-11-18,2021-11-15
90401324,107.0,100.0,2099-09-09,A-01,2021-10-25,4000,4000,4000,2021-11-18,2021-11-15
O3 1-1393565-9,5.35,5.0,2099-09-09,A-01,2021-01-11,1000,1000,1000,2021-11-18,2021-11-15
90401324,107.0,100.0,2099-09-09,A-01,2021-10-29,4000,4000,4000,2021-11-18,2021-11-19
18201251,9091.22,7639.68,2021-12-13,A-01,2021-10-27,2076,2076,2076,2021-12-12,2022-07-01
PVP2003999,921.06,774.0,2099-09-09,A-01,2021-10-27,20000,20000,20000,2021-02-12,2021-12-11
05920406,2469.01,2074.8,2021-11-24,B-01,2021-10-20,5187,5187,5187,2021-11-21,2021-11-24
05920408,2469.01,2074.8,2021-11-24,B-01,2021-10-20,5187,5187,5187,2021-11-21,2021-11-24
05920403,2029.66,1705.6,2021-11-24,B-01,2021-10-27,20800,20800,20800,2021-11-21,2021-11-24
HDE0430752,267.75,225.0,2022-01-21,A-01,2021-10-28,5000,5000,5000,2022-01-19,2022-01-21
HDE0610275,760.41,639.0,2022-04-01,A-01,2021-10-28,10000,10000,10000,2022-03-01,2022-07-01
HDE0H39001,631.3,530.5,2022-07-01,A-01,2021-10-28,5000,5000,5000,2022-05-01,2022-07-01
HDE0H03444,273.97,230.23,2021-11-26,A-01,2021-10-28,805,805,805,2022-01-30,2021-11-26
HDE0H03447,272.28,228.8,2021-11-26,A-01,2021-10-28,800,800,800,2022-01-30,2021-11-26
HDE0H03448,435.63,366.08,2021-11-26,A-01,2021-10-28,1280,1280,1280,2022-01-30,2021-11-26
HDE0H03450,272.27,228.8,2021-11-26,A-01,2021-10-28,800,800,800,2022-01-30,2021-11-26
HDE0H03451,270.57,227.37,2021-12-13,A-01,2021-10-28,795,795,795,2022-01-30,2021-11-26
HDE0H03455,215.09,180.75,2021-11-26,A-01,2021-10-28,632,632,632,2022-01-30,2021-11-26
HDE0H03457,160.31,134.71,2021-11-26,A-01,2021-10-28,471,471,471,2022-01-30,2021-11-26
HDE0H26001,903.1,758.91,2022-01-28,A-01,2021-10-28,3136,3136,3136,2022-01-30,2022-01-28
KP0064B313,5008.1,5008.1,2022-01-28,A-01,2021-05-11,0,610,610,2022-03-02,2021-12-17
KP0064B313,3201.9,3201.9,2021-12-23,A-01,2021-11-11,390,390,390,2022-03-02,2021-12-17
DR90551012-1,196.71,165.3,2099-09-09,B-01,2021-10-25,1740,1740,1740,2021-09-11,2021-08-11
KS00525770-1,490.42,412.12,2021-01-12,B-01,2021-10-11,504,504,504,2021-11-30,2021-01-12
KS00525770-1,490.42,412.12,2021-12-11,B-01,2021-10-22,504,504,504,2021-10-11,2021-12-11
M0000009,271.68,228.3,2021-02-11,A-01,2021-02-11,1,1,1,2021-01-11,2021-02-11
17200125,2817.37,2367.54,2021-11-24,A-01,2021-10-20,16911,16911,16911,2021-11-21,2021-11-24
KS00525797-1,225.33,189.35,2021-11-22,B-01,2021-10-29,252,252,252,2021-11-18,2021-11-19
HDE0611700,9305.8,7820.0,2021-11-16,A-01,2021-03-09,8,8,8,2021-11-14,2021-11-16
17200137,4146.36,3484.34,2021-10-12,A-01,2021-12-11,19433,19433,19433,2021-09-12,2021-10-12
17200137,2.13,1.79,2021-12-13,A-01,2021-11-15,10,10,10,2021-09-12,2021-12-13
KS00520733-1,385.01,323.54,2021-11-22,B-01,2021-11-17,480,480,480,2021-11-18,2021-11-17
KS00520726-1,521.79,438.48,2021-11-19,B-01,2021-05-11,252,252,252,2021-11-18,2021-11-19
KS90750701,124.95,105.0,2021-12-11,B-01,2021-10-29,1040,1040,1040,2021-08-11,2021-12-11
90082808,1217.37,1023.0,2021-11-24,A-01,2021-10-11,3100,3100,3100,2021-11-21,2021-11-24
KP0064B003,928.2,780.0,2021-11-16,A-01,2021-02-11,600,600,600,2021-11-22,2021-11-15
KP0064B004,928.2,780.0,2021-11-16,A-01,2021-02-11,600,600,600,2021-11-22,2021-11-15
KU00033417,348.24,292.64,2022-05-01,A-01,2021-10-12,944,944,944,2022-04-01,2022-07-01
O3 1412601-2,881.0,740.34,2021-03-12,A-01,2021-10-29,0,7360,7360,2021-06-12,2021-03-12
KS00525792-1,193.73,162.8,2021-11-30,B-01,2021-09-11,220,220,220,2021-11-28,2021-11-30
HES0000090,761.25,639.71,2021-12-17,A-01,2021-03-11,147,147,147,2021-12-19,2021-12-17
19800061,2329.28,1957.38,2022-01-19,B-01,2022-05-01,102,102,102,2022-01-17,2022-01-19
MV00491619-1,1480.12,1243.8,2021-11-26,B-01,2021-05-11,8704,8704,8704,2021-11-23,2021-11-26
KS00525771-1,463.91,389.84,2021-03-12,B-01,2021-12-11,504,504,504,2021-11-30,2021-03-12
M20020111,1009.12,848.0,2021-12-17,B-01,2021-12-11,100,100,100,2021-12-12,2021-12-17
DR90218013,159.61,134.13,2021-11-16,B-01,2021-04-11,2937,2937,2937,2021-11-15,2021-12-11
HDE0H03445,219.17,184.18,2021-03-12,A-01,2021-09-24,644,644,644,2022-01-23,2021-03-12
HDE0H03445,54.8,46.05,2021-03-12,A-01,2021-09-24,161,161,161,2022-01-23,2021-03-12
HDE0H03446,273.98,230.23,2021-03-12,A-01,2021-09-24,805,805,805,2022-01-23,2021-03-12
HDE0H03447,108.91,91.52,2021-03-12,A-01,2021-09-24,320,320,320,2022-01-23,2021-03-12
HDE0H03447,54.45,45.76,2021-12-13,A-01,2021-09-24,160,160,160,2022-01-23,2021-03-12
HDE0H03448,217.82,183.04,2021-03-12,A-01,2021-09-24,640,640,640,2022-01-23,2021-03-12
HDE0H03448,54.45,45.76,2021-03-12,A-01,2021-09-24,160,160,160,2022-01-23,2021-03-12
HDE0H03449,108.91,91.52,2021-03-12,A-01,2021-09-24,320,320,320,2022-01-23,2021-03-12
HDE0H03449,326.73,274.56,2021-03-12,A-01,2021-09-24,960,960,960,2022-01-23,2021-03-12
HDE0H03450,272.27,228.8,2021-03-12,A-01,2021-09-24,800,800,800,2022-01-23,2021-03-12
HDE0H03451,270.57,227.37,2021-12-13,A-01,2021-09-24,795,795,795,2022-01-23,2021-03-12
HDE0H03452,270.57,227.37,2021-03-12,A-01,2021-09-24,795,795,795,2022-01-23,2021-03-12
17200119-1,2808.4,2360.0,2021-12-13,A-01,2021-04-11,20000,20000,20000,2021-12-12,2021-12-13
17200120,1325.96,1114.25,2022-01-28,A-01,2021-11-19,25000,25000,25000,2022-11-01,2021-12-17
17200135,5221.72,4388.0,2021-03-12,A-01,2021-10-29,20000,20000,20000,2021-11-29,2021-03-12
17000180,402.34,338.1,2022-01-13,B-01,2021-04-11,525,525,525,2022-12-01,2022-01-13
MV00409230,5732.25,4817.02,2022-04-02,B-01,2021-10-12,416,416,416,2022-01-02,2022-04-02
KS00520734-1,457.47,384.43,2021-09-12,B-01,2021-11-18,497,497,497,2021-12-12,2021-09-12
KS00525771-1,463.91,389.84,2021-07-12,B-01,2021-11-16,504,504,504,2021-12-12,2021-07-12
KS90525704,124.95,105.0,2021-11-26,B-01,2021-12-11,504,504,504,2021-11-24,2021-11-26
M0000009,271.68,228.3,2021-09-11,A-01,2021-09-11,1,1,1,2021-08-11,2021-09-11
17000100,3960.0,3960.0,2022-04-02,B-01,2021-08-11,15000,15000,15000,2022-01-02,2022-04-02
17001018,2550.17,2143.0,2022-01-24,B-01,2021-12-11,5000,5000,5000,2022-01-25,2022-01-21
M0000001,506.2,425.38,2021-11-15,B-PROD,2021-11-15,1,1,1,2021-11-14,2021-11-15
M0000002,271.68,228.3,2021-11-15,B-PROD,2021-11-15,1,1,1,2021-11-14,2021-11-15
39403559,45.48,42.5,2021-11-29,A-01,2021-01-11,500,500,500,2021-11-28,2021-11-29
O3 1393582-4,53.5,50.0,2021-11-29,A-01,2021-11-15,1000,1000,1000,2021-11-28,2021-11-29
90401324,53.5,50.0,2021-11-19,A-01,2021-10-29,2000,2000,2000,2021-11-28,2021-11-19
27601550,2794.06,2347.95,2022-02-25,A-01,2021-12-23,0,0,15000,2021-05-31,2022-05-02
KS00520716-1,944.46,793.66,2021-06-12,B-01,2021-11-15,1105,1105,1105,2021-05-12,2021-06-12
M0000009,271.68,228.3,2021-11-11,A-01,2021-10-11,1,1,1,2021-10-11,2021-11-11
KS90525704,124.95,105.0,2021-11-26,B-01,2021-12-11,510,510,510,2021-11-24,2021-11-26
WA00963902,1904.0,1600.0,2022-01-14,B-01,2021-08-13,250,250,250,2022-01-13,2022-01-14
28000916,3243.7,2725.8,2021-12-15,A-01,2021-01-12,12980,12980,12980,2021-12-14,2021-12-15
KU00022245-1,1285.2,1080.0,2021-12-13,A-01,2021-11-22,4500,4500,4500,2021-12-12,2021-12-13
D410214063,10109.05,8495.0,2021-03-12,A-01,2021-10-22,250,250,250,2021-12-19,2021-03-12
KS90355001,124.95,105.0,2021-11-26,B-01,2021-12-11,2000,2000,2000,2021-11-22,2021-11-26
KS00520735-1,217.06,182.4,2021-12-17,B-01,2021-12-17,285,285,285,2021-12-14,2021-12-17
11000055,327.44,275.16,2021-11-19,A-01,2021-12-17,6,6,6,2021-11-18,2022-01-14
KS00525005-1,885.24,743.9,2021-11-19,B-01,2021-03-11,504,504,504,2021-11-18,2021-11-24
DR00551024,745.42,626.4,2021-11-19,B-01,2021-11-11,1740,1740,1740,2021-11-18,2021-11-30
HDE0127091,902.5,758.4,2021-10-12,A-01,2021-11-11,9600,9600,9600,2021-09-12,2021-10-12
HDE0900151,314.64,264.4,2022-01-14,A-01,2021-12-17,4000,4000,4000,2022-12-01,2022-01-14
HDE0H39001,631.3,530.5,2022-07-01,A-01,2021-10-12,5000,5000,5000,2022-05-01,2022-07-01
00981320,215.03,180.7,2021-12-20,A-01,2021-06-12,2,2,2,2021-12-16,2021-12-20
BI00500837,11132.03,10403.77,2022-04-02,B-01,2021-12-11,0,419,419,2022-03-02,2022-01-28
O3 4-1393565-1,3.37,3.15,2021-03-12,A-01,2021-11-19,210,210,210,2021-02-12,2021-03-12
O3 1-1393583-5,40.66,38.0,2021-03-12,A-01,2021-11-19,400,400,400,2021-02-12,2021-03-12
O3 2-1393565-1,5.35,5.0,2021-03-12,A-01,2021-11-19,1000,1000,1000,2021-02-12,2021-03-12
M20020154,208.79,175.45,2021-10-12,B-01,2021-10-29,5,5,5,2021-11-28,2021-10-12
DR90550001,113.05,95.0,2021-11-26,B-01,2021-11-26,1600,1600,1600,2021-11-28,2021-11-26
01065045,913.95,768.03,2021-12-17,A-01,2021-11-19,118,118,118,2021-12-19,2021-12-17
DR01060001,2113.05,1775.67,2021-12-17,A-01,2021-10-22,202,202,202,2021-12-19,2021-12-17
19600162,554.41,465.89,2022-01-28,A-01,2021-12-17,0,0,960,2022-01-24,2022-01-28
19600164,1083.42,910.44,2022-01-25,A-01,2021-12-17,1080,1080,1080,2022-01-24,2022-01-14
HES0093900,4933.38,4145.7,2021-12-21,A-01,2021-11-16,10000,10000,10000,2021-12-16,2021-12-21
24000029,1828.88,1536.87,2021-12-15,B-01,2021-11-08,7102,7102,7102,2021-12-16,2021-12-15
KP0064B314,185.86,173.7,2021-06-12,A-01,2021-11-17,582,582,582,2021-01-12,2021-11-24
28001499,72.03,60.53,2099-09-09,A-01,2021-07-30,100,100,100,2022-06-01,2021-11-26
GK00059100,25.91,21.77,2099-09-09,A-01,2021-11-26,0,0,1,2022-06-01,2021-11-26
M0000009,271.68,228.3,2021-11-18,A-01,2021-11-17,1,1,1,2021-11-17,2021-11-18
KS00525727-1,439.11,369.0,2021-01-12,B-01,2021-12-11,250,250,250,2021-11-25,2021-11-26
GK00059100,91.73,77.08,2021-01-12,A-01,2021-11-26,87,87,87,2021-11-30,2021-11-26
GK00059100,91.72,77.08,2021-11-26,A-01,2021-11-26,25,25,25,2021-11-30,2021-11-26
GK00059100,91.73,77.08,2021-11-26,A-01,2021-11-26,25,25,25,2021-11-30,2021-11-26
KS00520739-1,963.9,810.0,2021-01-12,B-01,2021-11-19,500,500,500,2021-11-25,2021-03-12
DR30324353,0.0,0.0,2021-11-18,B-PROD,2021-11-18,2000,2000,2000,2021-10-18,2021-11-18
DR30324352,0.0,0.0,2021-11-18,B-PROD,2021-11-18,2000,2000,2000,2021-10-18,2021-11-18
DR30121351,0.0,0.0,2021-11-18,B-PROD,2021-11-18,560,560,560,2021-10-18,2021-11-18
DR30420202,0.0,0.0,2021-11-18,B-PROD,2021-11-18,500,500,500,2021-10-18,2021-11-18
DR30102207,0.0,0.0,2021-11-18,B-PROD,2021-11-18,2316,2316,2316,2021-10-18,2021-11-18
DR30123355,0.0,0.0,2021-11-18,B-PROD,2021-11-18,885,885,885,2021-10-18,2021-11-18
DR30290351,0.0,0.0,2021-11-18,B-PROD,2021-11-18,3561,3561,3561,2021-10-18,2021-11-18
DR30120202,0.0,0.0,2021-11-18,B-PROD,2021-11-18,750,750,750,2021-10-18,2021-11-18
DR30200354,0.0,0.0,2021-11-18,B-PROD,2021-11-18,1000,1000,1000,2021-10-18,2021-11-18
DR30328454,0.0,0.0,2021-11-18,B-PROD,2021-11-18,480,480,480,2021-10-18,2021-11-18
DR30102208,0.0,0.0,2021-11-18,B-PROD,2021-11-18,3880,3880,3880,2021-10-18,2021-11-18
DR30115351,0.0,0.0,2021-11-18,B-PROD,2021-11-18,980,980,980,2021-10-18,2021-11-18
DR30612351,0.0,0.0,2021-11-18,B-PROD,2021-11-18,2000,2000,2000,2021-10-18,2021-11-18
DR30522355,0.0,0.0,2021-11-18,B-PROD,2021-11-18,1500,1500,1500,2021-10-18,2021-11-18
DR30499708,0.0,0.0,2021-11-18,B-PROD,2021-11-18,1500,1500,1500,2021-10-18,2021-11-18
DR30709371,0.0,0.0,2021-11-18,B-PROD,2021-11-18,231,231,231,2021-10-18,2021-11-18
DR30505375,0.0,0.0,2021-11-18,B-PROD,2021-11-18,420,420,420,2021-10-18,2021-11-18
28036061,76.76,64.5,2022-07-01,A-01,2021-11-17,5000,5000,5000,2022-11-01,2022-07-01
90082935,113.05,95.0,2099-09-09,A-01,2021-11-17,2000,2000,2000,2021-11-28,2021-11-26
MV00491619-1,1480.12,1243.8,2021-10-12,B-01,2021-11-19,8704,8704,8704,2021-12-12,2021-10-12
ML00492454,2380.0,2000.0,2099-09-09,B-01,2021-11-26,400000,400000,400000,2021-11-24,2021-11-26
WA00963902,1718.36,1444.0,2099-09-09,B-01,2021-01-10,400,400,400,2021-11-24,2021-11-26
ML00404826,434.11,364.8,2021-11-25,B-PROD,2021-11-25,3800,3800,3800,2021-03-12,2021-11-25
ML00492120,10376.8,8720.0,2021-11-25,B-PROD,2021-11-25,50000,50000,50000,2021-03-12,2021-11-25
ML00492121,11001.55,9245.0,2021-11-25,B-PROD,2021-11-25,50000,50000,50000,2021-03-12,2021-11-25
ML00492122,5765.55,4845.0,2021-11-25,B-PROD,2021-11-25,25000,25000,25000,2021-03-12,2021-11-25
ML00492453,1432.76,1204.0,2021-11-25,B-PROD,2021-11-25,280000,280000,280000,2021-03-12,2021-11-25
HDE0H03442,110.27,92.66,2022-07-01,A-01,2021-11-18,324,324,324,2022-01-23,2022-07-01
HDE0H03443,165.41,139.0,2022-07-01,A-01,2021-11-18,486,486,486,2022-01-23,2022-07-01
HDE0H03444,219.17,184.18,2022-07-01,A-01,2021-11-18,644,644,644,2022-01-23,2022-07-01
HDE0H03445,273.97,230.23,2022-07-01,A-01,2021-11-18,805,805,805,2022-01-23,2022-07-01
HDE0H03446,328.78,276.28,2022-07-01,A-01,2021-11-18,966,966,966,2022-01-23,2022-07-01
HDE0H03447,272.27,228.8,2022-07-01,A-01,2021-11-18,800,800,800,2022-01-23,2022-07-01
HDE0H03448,326.73,274.56,2022-07-01,A-01,2021-11-18,960,960,960,2022-01-23,2022-07-01
HDE0H03449,108.9,91.52,2022-07-01,A-01,2021-11-18,320,320,320,2022-01-23,2022-07-01
HDE0H03449,163.37,137.28,2022-07-01,A-01,2021-10-29,480,480,480,2022-01-23,2022-07-01
HDE0H03450,163.36,137.28,2022-07-01,A-01,2021-11-18,480,480,480,2022-01-23,2022-07-01
HDE0H03451,162.34,136.42,2022-07-01,A-01,2021-11-18,477,477,477,2022-01-23,2022-07-01
HDE0H03453,162.34,136.42,2022-07-01,A-01,2021-11-18,477,477,477,2022-01-23,2022-07-01
01550002,10953.47,9204.6,2021-11-26,B-01,2021-11-11,250,250,250,2021-11-24,2021-11-25
01550046,23978.5,20150.0,2021-11-26,B-01,2021-11-11,500,500,500,2021-11-24,2021-11-25
02036059,1424.0,1196.64,2022-01-28,B-01,2021-12-23,108,108,108,2022-01-25,2022-06-01
SR00005284,0.0,0.0,2099-09-09,A-01,2021-11-26,2,2,2,2021-11-28,2021-11-26
KS00520708-1,995.32,836.4,2021-01-12,B-01,2021-11-17,480,480,480,2021-11-25,2021-01-12
KS00525736-1,431.83,362.88,2021-01-12,B-01,2021-11-19,252,252,252,2021-11-25,2021-03-12
KP0026M691,693.53,582.8,2021-12-17,A-01,2021-11-19,15500,15500,15500,2021-01-12,2021-12-17
KP0030M658,133.28,112.0,2021-11-26,A-01,2021-11-19,10000,10000,10000,2021-11-24,2021-11-26
KP0064C054-1,459.75,386.34,2021-01-12,A-01,2021-11-19,1410,1410,1410,2021-11-30,2021-01-12
KP0064C057-1,459.74,386.34,2021-01-12,A-01,2021-11-19,1410,1410,1410,2021-11-30,2021-01-12
BI00329006,1620.0,1620.0,2022-02-02,B-01,2021-11-22,10000,10000,10000,2022-01-30,2022-01-31
KU00022235,3581.9,3010.0,2021-12-15,A-01,2021-11-17,2150,2150,2150,2021-12-14,2021-12-15
DR00100040,2356.2,1980.0,2022-01-25,B-01,2021-12-23,1952,1952,1952,2022-01-24,2022-01-21
27601531,733.21,616.14,2022-07-01,B-01,2021-03-12,9780,9780,9780,2022-05-01,2022-07-01
RA00001040,3307.25,2779.2,2021-07-12,A-01,2021-08-11,720,720,720,2022-01-13,2021-06-12
RA00001040,5512.08,4632.0,2022-01-14,A-01,2021-08-11,1200,1200,1200,2022-01-13,2021-06-12
DR00230001,230.57,193.76,2021-12-17,B-01,2021-12-15,25000,25000,25000,2022-09-01,2021-12-15
29200399,1618.4,1360.0,2022-07-01,A-01,2021-11-23,2000,2000,2000,2022-09-01,2022-07-01
05920406,2592.46,2178.54,2022-01-14,B-01,2021-10-12,5187,5187,5187,2022-01-13,2022-01-14
05920408,2592.47,2178.54,2022-01-14,B-01,2021-10-12,5187,5187,5187,2022-01-13,2022-01-14
01065143,358.55,301.3,2022-06-01,A-01,2021-11-24,31,31,31,2022-05-01,2022-07-01
01065870,166.98,140.32,2022-07-01,A-01,2021-11-24,21,21,21,2022-05-01,2022-07-01
KU00021684,108.34,91.04,2021-03-12,A-01,2021-11-30,4500,4500,4500,2021-01-12,2021-03-12
17200132,5375.35,4517.1,2022-07-01,A-01,2021-11-24,23900,23900,23900,2022-04-01,2022-07-01
29201610,1171.56,984.5,2022-01-14,A-01,2021-12-23,1100,1100,1100,2022-01-13,2022-01-14
ABB0038955-1,1901.88,1598.22,2022-01-28,A-01,2021-11-24,3900,3900,3900,2022-01-27,2022-01-28
O3 1-1393583-5,60.99,57.0,2021-03-12,A-01,2021-11-19,600,600,600,2021-12-19,2021-03-12
O3 1-1393583-5,60.99,57.0,2021-12-20,A-01,2021-07-12,600,600,600,2021-12-19,2021-12-21
HES0001602,212.4,198.5,2021-12-15,A-PROD,2021-11-17,1985,1985,1985,2021-12-14,2021-12-15
HES0082504,538.12,502.92,2021-12-15,A-01,2021-11-17,5588,5588,5588,2021-12-14,2021-12-15
HDE0H04002,1532.13,1287.5,2022-01-28,A-01,2021-11-25,25000,25000,25000,2022-01-25,2022-01-28
17000118,1823.08,1532.0,2021-11-25,B-01,2021-07-28,20000,20000,20000,2021-11-24,2021-11-25
01066303,188.31,158.24,2022-07-01,A-01,2021-11-26,21,21,21,2022-05-01,2022-07-01
RA00000800,666.88,560.4,2021-12-21,A-01,2021-11-22,53988,53988,53988,2021-12-20,2021-12-16
KU00024748-4,1785.0,1500.0,2021-12-15,A-01,2021-11-24,2000,2000,2000,2021-12-14,2021-12-15
18000044,0.0,0.0,2022-01-14,A-01,2021-12-20,0,3000,3000,2022-01-16,2022-07-01
18000040,0.0,0.0,2022-01-14,A-01,2021-12-20,0,3000,3000,2022-01-16,2022-07-01
M0000009,271.68,228.3,2021-11-30,A-01,2021-11-30,1,1,1,2021-11-29,2021-11-30
KS90525730,124.95,105.0,2021-10-12,B-01,2021-11-26,480,480,480,2021-12-12,2021-10-12
KS90525730,124.95,105.0,2021-10-12,B-01,2021-11-26,520,520,520,2021-12-12,2021-10-12
KS00525727-1,386.42,324.72,2021-03-12,B-01,2021-11-19,220,220,220,2021-02-12,2021-03-12
90082951,999.6,840.0,2022-07-01,A-01,2021-11-30,2000,2000,2000,2022-04-01,2022-07-01
ZG00003066,7391.49,6211.34,2022-01-14,A-01,2021-10-22,650,650,650,2022-12-01,2022-01-14
DR00520261-1,1827.03,1535.32,2022-04-01,B-01,2021-11-26,1172,1172,1172,2022-03-01,2021-12-17
17200137,4088.11,3435.39,2022-01-02,A-01,2021-11-30,19160,19160,19160,2022-01-31,2022-01-28
17200110,663.95,557.94,2022-01-28,A-01,2021-12-23,218,218,218,2022-01-18,2022-01-28
01061582,1167.97,981.49,2022-01-28,A-01,2021-03-12,9,9,9,2022-01-18,2022-01-28
O3 1412632-1,1618.1,1359.75,2022-10-02,A-01,2022-01-13,0,10270,10270,2022-03-02,2022-10-02
28035390,269.89,226.8,2022-01-21,A-01,2021-01-12,20000,20000,20000,2022-01-17,2022-01-21
02271815,753.98,633.6,2022-01-19,B-01,2022-05-01,30,30,30,2022-01-17,2022-01-19
KS00525005-1,885.24,743.9,2021-12-17,B-01,2021-11-24,504,504,504,2021-12-16,2021-12-15
